Date,City,Locality,Avg_Price_sqft,Avg_Sale_Price,Demand_Index,Growth_%
2019-04-27,Pune,Kharadi,9744.0,17081232,84,8.27
2019-04-28,Bengaluru,Electronic City,10308.0,23347620,70,8.36
2019-04-29,Hyderabad,Banjara Hills,10513.0,12405340,76,14.9
2019-04-30,Bengaluru,HSR Layout,10850.0,32918900,86,12.44
2019-05-01,Mumbai,Powai,10456.0,46769688,61,0.23
2019-05-02,Mumbai,Andheri,4752.0,23712480,63,11.2
2019-05-03,Chennai,Adyar,4862.0,13268398,77,3.88
2019-05-04,Pune,Baner,14012.0,20975964,90,7.73
2019-05-05,Hyderabad,Gachibowli,5976.0,29844144,79,7.92
2019-05-06,Hyderabad,Jubilee Hills,12486.0,7803750,87,1.63
2019-05-07,Hyderabad,Banjara Hills,6023.0,29398263,92,6.67
2019-05-08,Chennai,Velachery,12696.0,52980408,96,0.07
2019-05-09,Chennai,Velachery,5453.0,18469311,75,11.61
2019-05-10,Hyderabad,Gachibowli,14426.0,65811412,52,11.13
2019-05-11,Hyderabad,Miyapur,8237.0,10765759,98,-1.85
2019-05-12,Pune,Hinjewadi,7480.0,15618240,50,1.93
2019-05-13,Bengaluru,HSR Layout,9052.0,20611404,84,5.89
2019-05-14,Bengaluru,HSR Layout,5135.0,12739935,77,9.98
2019-05-15,Mumbai,Powai,10677.0,19816512,96,13.3
2019-05-16,Hyderabad,Miyapur,14871.0,27555963,86,6.02
2019-05-17,Hyderabad,Jubilee Hills,11912.0,59107344,62,10.37
2019-05-18,Chennai,Anna Nagar,12030.0,49719990,92,-0.88
2019-05-19,Pune,Wakad,13021.0,37734858,92,8.42
2019-05-20,Hyderabad,Kukatpally,6490.0,29042750,60,13.83
2019-05-21,Mumbai,Thane,10565.0,5969225,52,7.67
2019-05-22,Chennai,Velachery,9513.0,45652887,56,7.6
2019-05-23,Chennai,Anna Nagar,9663.0,13460559,68,7.38
2019-05-24,Hyderabad,Kondapur,9906.0,27479244,93,14.6
2019-05-25,Pune,Hinjewadi,9273.0,22561209,90,1.42
2019-05-26,Pune,Hinjewadi,13728.0,64603968,82,5.39
2019-05-27,Chennai,Adyar,4625.0,14860125,84,7.3
2019-05-28,Pune,Hinjewadi,11608.0,18317424,77,10.44
2019-05-29,Pune,Hinjewadi,14628.0,58848444,61,7.3
2019-05-30,Bengaluru,HSR Layout,12310.0,47836660,83,11.01
2019-05-31,Mumbai,Bandra,4363.0,9219019,79,2.72
2019-06-01,Bengaluru,Indiranagar,5654.0,12891120,51,1.64
2019-06-02,Hyderabad,Kukatpally,9267.0,42906210,40,11.12
2019-06-03,Pune,Hinjewadi,8421.0,35216622,44,13.57
2019-06-04,Bengaluru,Electronic City,11663.0,41916822,88,14.28
2019-06-05,Hyderabad,Banjara Hills,11232.0,49319712,99,4.02
2019-06-06,Hyderabad,Kondapur,7480.0,23195480,48,-0.17
2019-06-07,Chennai,Adyar,14627.0,44422199,52,3.72
2019-06-08,Bengaluru,Whitefield,10150.0,46750900,83,4.82
2019-06-09,Mumbai,Bandra,6235.0,19328500,60,2.42
2019-06-10,Mumbai,Powai,8659.0,7316855,52,8.32
2019-06-11,Pune,Wakad,4549.0,3766572,42,0.05
2019-06-12,Hyderabad,Miyapur,7345.0,12787645,50,3.84
2019-06-13,Mumbai,Powai,8555.0,6074050,60,3.4
2019-06-14,Pune,Kharadi,9164.0,5819140,94,12.12
2019-06-15,Mumbai,Andheri,10414.0,16110458,85,4.64
2019-06-16,Mumbai,Thane,5144.0,6892960,65,2.63
2019-06-17,Bengaluru,Indiranagar,12420.0,40563720,97,9.86
2019-06-18,Bengaluru,HSR Layout,6283.0,29090290,73,6.94
2019-06-19,Mumbai,Powai,14017.0,68655266,98,0.06
2019-06-20,Mumbai,Powai,11850.0,46795650,42,9.98
2019-06-21,Bengaluru,Indiranagar,9961.0,21934122,49,13.12
2019-06-22,Mumbai,Bandra,11612.0,23537524,89,8.02
2019-06-23,Bengaluru,HSR Layout,12207.0,10595676,49,9.64
2019-06-24,Chennai,Adyar,5776.0,18373456,87,3.88
2019-06-25,Chennai,Adyar,8416.0,21713280,89,0.93
2019-06-26,Pune,Wakad,9528.0,36949584,82,6.26
2019-06-27,Hyderabad,Madhapur,6852.0,13923264,71,-1.14
2019-06-28,Mumbai,Thane,7883.0,22978945,85,4.5
2019-06-29,Chennai,OMR,6492.0,12867144,41,-0.26
2019-06-30,Bengaluru,Electronic City,14332.0,23002860,66,-0.94
2019-07-01,Bengaluru,Electronic City,7221.0,24645273,80,7.01
2019-07-02,Chennai,Adyar,5777.0,5459265,84,8.76
2019-07-03,Mumbai,Thane,6469.0,20008617,70,-1.25
2019-07-04,Pune,Kharadi,12420.0,10544580,48,14.23
2019-07-05,Chennai,Anna Nagar,10038.0,25787622,55,-1.41
2019-07-06,Mumbai,Thane,5301.0,3551670,89,5.91
2019-07-07,Bengaluru,HSR Layout,11662.0,56024248,69,3.01
2019-07-08,Mumbai,Bandra,6505.0,25024735,84,0.5
2019-07-09,Pune,Wakad,11371.0,9563011,46,12.39
2019-07-10,Mumbai,Thane,10211.0,22811374,89,2.89
2019-07-11,Chennai,OMR,13969.0,24403843,91,0.17
2019-07-12,Mumbai,Powai,13030.0,29499920,66,-1.03
2019-07-13,Pune,Wakad,6834.0,22313010,67,0.42
2019-07-14,Hyderabad,Gachibowli,12895.0,30032455,86,8.64
2019-07-15,Bengaluru,HSR Layout,13419.0,36620451,86,3.55
2019-07-16,Pune,Hinjewadi,10593.0,10232838,88,0.98
2019-07-17,Pune,Baner,7928.0,15221760,65,-1.22
2019-07-18,Pune,Wakad,13577.0,66282914,53,5.99
2019-07-19,Chennai,Velachery,8459.0,35011801,75,0.27
2019-07-20,Mumbai,Bandra,12931.0,32366293,65,5.17
2019-07-21,Pune,Baner,13546.0,50540126,53,7.83
2019-07-22,Chennai,OMR,6306.0,12258864,75,4.14
2019-07-23,Chennai,Anna Nagar,10152.0,40293288,80,14.76
2019-07-24,Chennai,Anna Nagar,6107.0,24916560,59,10.54
2019-07-25,Bengaluru,Electronic City,10307.0,12718838,80,11.53
2019-07-26,Chennai,Adyar,8850.0,31452900,67,14.81
2019-07-27,Pune,Baner,11874.0,44373138,57,10.2
2019-07-28,Mumbai,Thane,5631.0,27693258,72,2.61
2019-07-29,Mumbai,Powai,5420.0,25517360,57,12.47
2019-07-30,Hyderabad,Gachibowli,13634.0,34971210,68,8.4
2019-07-31,Hyderabad,Kondapur,14931.0,71982351,54,-1.86
2019-08-01,Pune,Kharadi,11004.0,14536284,51,5.24
2019-08-02,Chennai,Velachery,9757.0,17982151,94,11.02
2019-08-03,Mumbai,Powai,6055.0,3542175,94,13.83
2019-08-04,Chennai,OMR,10387.0,9452170,68,6.96
2019-08-05,Chennai,Anna Nagar,12192.0,21396960,76,6.39
2019-08-06,Mumbai,Bandra,5291.0,13608452,83,11.41
2019-08-07,Pune,Kharadi,14586.0,11172876,43,11.77
2019-08-08,Pune,Hinjewadi,13882.0,45532960,68,-0.99
2019-08-09,Chennai,Anna Nagar,8953.0,44657564,80,7.9
2019-08-10,Bengaluru,Indiranagar,13605.0,55399560,93,-0.97
2019-08-11,Chennai,Velachery,6088.0,3293608,46,4.91
2019-08-12,Bengaluru,Indiranagar,9777.0,23591901,59,14.34
2019-08-13,Pune,Kharadi,14130.0,44198640,95,-1.32
2019-08-14,Bengaluru,Indiranagar,10441.0,41147981,54,1.37
2019-08-15,Hyderabad,Banjara Hills,8931.0,30615468,49,7.1
2019-08-16,Pune,Kharadi,9014.0,37597394,66,-0.65
2019-08-17,Mumbai,Andheri,13500.0,60939000,87,10.03
2019-08-18,Hyderabad,Miyapur,7709.0,10314642,89,9.32
2019-08-19,Chennai,Anna Nagar,9388.0,45466084,89,9.24
2019-08-20,Mumbai,Powai,14162.0,7619156,82,13.28
2019-08-21,Mumbai,Powai,14885.0,29546725,80,11.56
2019-08-22,Mumbai,Andheri,11331.0,45131373,87,4.66
2019-08-23,Pune,Hinjewadi,12623.0,49911342,66,8.48
2019-08-24,Chennai,Adyar,12089.0,12016466,61,-1.59
2019-08-25,Chennai,Adyar,5147.0,12970440,40,7.91
2019-08-26,Bengaluru,Electronic City,4920.0,15237240,65,1.2
2019-08-27,Bengaluru,HSR Layout,5911.0,4516004,40,-0.25
2019-08-28,Mumbai,Bandra,5213.0,12036817,65,13.02
2019-08-29,Mumbai,Andheri,8897.0,20160602,54,0.51
2019-08-30,Hyderabad,Kukatpally,7983.0,14736618,66,12.62
2019-08-31,Bengaluru,Whitefield,12049.0,46882659,63,0.65
2019-09-01,Mumbai,Bandra,13550.0,23780250,89,0.23
2019-09-02,Bengaluru,Electronic City,8829.0,24986070,47,4.38
2019-09-03,Bengaluru,HSR Layout,6041.0,22393987,96,4.15
2019-09-04,Hyderabad,Gachibowli,7500.0,22800000,42,-0.11
2019-09-05,Bengaluru,Electronic City,6267.0,16168860,48,3.23
2019-09-06,Mumbai,Thane,11091.0,24610929,99,12.32
2019-09-07,Chennai,Adyar,10029.0,49743840,100,6.73
2019-09-08,Mumbai,Andheri,10604.0,33391996,42,2.52
2019-09-09,Pune,Hinjewadi,6784.0,27142784,84,0.6
2019-09-10,Hyderabad,Kukatpally,11826.0,15184584,71,13.74
2019-09-11,Bengaluru,HSR Layout,5632.0,10092544,79,4.6
2019-09-12,Mumbai,Powai,7852.0,25299144,46,11.73
2019-09-13,Chennai,Anna Nagar,4627.0,6186299,65,1.3
2019-09-14,Hyderabad,Miyapur,8916.0,8033316,90,4.92
2019-09-15,Chennai,Adyar,13382.0,17691004,56,8.03
2019-09-16,Pune,Hinjewadi,11708.0,56198400,98,5.27
2019-09-17,Pune,Kharadi,8168.0,30744352,47,8.16
2019-09-18,Bengaluru,Whitefield,13878.0,43285482,66,12.8
2019-09-19,Hyderabad,Jubilee Hills,9485.0,16674630,73,8.57
2019-09-20,Bengaluru,Electronic City,10668.0,42768012,94,0.13
2019-09-21,Pune,Wakad,5859.0,16053660,98,12.0
2019-09-22,Hyderabad,Jubilee Hills,10645.0,28528600,73,-0.93
2019-09-23,Chennai,Adyar,5612.0,7200196,74,6.03
2019-09-24,Chennai,Adyar,5249.0,13358705,40,0.22
2019-09-25,Chennai,OMR,6616.0,12153592,73,8.26
2019-09-26,Pune,Wakad,12246.0,16654560,78,5.52
2019-09-27,Bengaluru,Electronic City,14441.0,58616019,50,11.3
2019-09-28,Hyderabad,Banjara Hills,5329.0,26575723,82,2.69
2019-09-29,Hyderabad,Kukatpally,12565.0,47659045,63,6.13
2019-09-30,Hyderabad,Kukatpally,5929.0,27297116,65,11.64
2019-10-01,Hyderabad,Jubilee Hills,13823.0,60779731,82,9.58
2019-10-02,Chennai,Adyar,7635.0,29394750,87,13.14
2019-10-03,Mumbai,Powai,10988.0,49215252,47,14.56
2019-10-04,Hyderabad,Kondapur,6869.0,34132061,42,2.01
2019-10-05,Pune,Wakad,6868.0,23447352,62,8.58
2019-10-06,Bengaluru,Whitefield,8151.0,26906451,42,-1.17
2019-10-07,Bengaluru,HSR Layout,6912.0,18890496,54,7.22
2019-10-08,Mumbai,Thane,6453.0,5872230,44,13.45
2019-10-09,Pune,Wakad,12271.0,44715524,70,0.93
2019-10-10,Pune,Hinjewadi,14258.0,59299022,93,8.66
2019-10-11,Bengaluru,Whitefield,4814.0,8280080,80,8.98
2019-10-12,Pune,Kharadi,6175.0,13745550,92,7.27
2019-10-13,Hyderabad,Gachibowli,12175.0,40055750,88,3.09
2019-10-14,Bengaluru,Electronic City,9988.0,25579268,86,9.72
2019-10-15,Mumbai,Powai,5453.0,24631201,86,1.87
2019-10-16,Pune,Kharadi,9893.0,46061808,53,6.51
2019-10-17,Chennai,OMR,7932.0,22415832,85,13.56
2019-10-18,Mumbai,Andheri,9579.0,6983091,83,14.71
2019-10-19,Mumbai,Thane,4022.0,18308144,80,9.15
2019-10-20,Pune,Hinjewadi,9148.0,10099392,46,3.5
2019-10-21,Chennai,OMR,8887.0,42595391,45,0.95
2019-10-22,Bengaluru,HSR Layout,4593.0,15427887,55,6.86
2019-10-23,Hyderabad,Jubilee Hills,6812.0,11771136,99,6.06
2019-10-24,Bengaluru,Indiranagar,14322.0,65107812,81,10.5
2019-10-25,Pune,Kharadi,10033.0,30530419,82,7.27
2019-10-26,Pune,Kharadi,7888.0,28625552,67,10.31
2019-10-27,Chennai,Velachery,10805.0,22096225,100,9.54
2019-10-28,Chennai,Velachery,14708.0,17296608,51,7.03
2019-10-29,Bengaluru,Indiranagar,11397.0,32036967,52,5.8
2019-10-30,Bengaluru,Whitefield,14705.0,42512155,58,5.17
2019-10-31,Pune,Kharadi,9162.0,6605802,77,6.01
2019-11-01,Chennai,OMR,6936.0,26620368,87,9.15
2019-11-02,Bengaluru,Indiranagar,14527.0,29911093,57,1.25
2019-11-03,Pune,Hinjewadi,12232.0,39448200,59,8.18
2019-11-04,Bengaluru,HSR Layout,5603.0,21543535,69,-1.68
2019-11-05,Bengaluru,Indiranagar,9073.0,11912849,76,10.05
2019-11-06,Pune,Kharadi,13753.0,47007754,55,1.01
2019-11-07,Hyderabad,Kukatpally,5387.0,23627382,88,11.85
2019-11-08,Hyderabad,Miyapur,12790.0,34213250,86,8.26
2019-11-09,Chennai,Anna Nagar,10064.0,21798624,99,0.54
2019-11-10,Chennai,Anna Nagar,12537.0,54974745,76,10.37
2019-11-11,Bengaluru,Whitefield,5198.0,13821482,46,13.63
2019-11-12,Hyderabad,Miyapur,5468.0,25005164,64,4.23
2019-11-13,Pune,Wakad,4108.0,14628588,48,6.51
2019-11-14,Bengaluru,Whitefield,9400.0,8666800,99,8.86
2019-11-15,Bengaluru,HSR Layout,7458.0,28213614,74,3.77
2019-11-16,Pune,Wakad,11477.0,10053852,100,2.75
2019-11-17,Hyderabad,Gachibowli,11235.0,46625250,47,12.71
2019-11-18,Pune,Wakad,9840.0,6248400,95,4.78
2019-11-19,Mumbai,Bandra,8345.0,29023910,80,11.33
2019-11-20,Bengaluru,HSR Layout,8377.0,23958220,70,-0.74
2019-11-21,Bengaluru,Electronic City,9405.0,27415575,74,10.11
2019-11-22,Hyderabad,Madhapur,4962.0,5378808,59,4.3
2019-11-23,Pune,Hinjewadi,14181.0,51179229,57,8.61
2019-11-24,Pune,Hinjewadi,8759.0,31690062,92,1.88
2019-11-25,Pune,Baner,4469.0,5170633,46,0.33
2019-11-26,Bengaluru,Electronic City,5639.0,14948989,48,14.45
2019-11-27,Chennai,OMR,11396.0,5800564,86,7.27
2019-11-28,Hyderabad,Madhapur,5637.0,15952710,65,-0.06
2019-11-29,Hyderabad,Madhapur,10013.0,33833927,43,6.93
2019-11-30,Mumbai,Andheri,7418.0,20822326,61,12.58
2019-12-01,Pune,Baner,6439.0,6825340,69,11.97
2019-12-02,Hyderabad,Jubilee Hills,9476.0,23528908,42,0.35
2019-12-03,Hyderabad,Kondapur,4787.0,19966577,91,3.62
2019-12-04,Hyderabad,Gachibowli,13308.0,16887852,51,0.5
2019-12-05,Pune,Wakad,6642.0,14220522,85,5.44
2019-12-06,Chennai,Anna Nagar,6657.0,19618179,82,10.27
2019-12-07,Hyderabad,Miyapur,7062.0,25402014,67,12.16
2019-12-08,Hyderabad,Madhapur,11398.0,6075134,74,10.22
2019-12-09,Chennai,Adyar,5517.0,22674870,98,12.1
2019-12-10,Bengaluru,Indiranagar,9041.0,14772994,66,14.36
2019-12-11,Mumbai,Andheri,4290.0,6250530,60,4.15
2019-12-12,Pune,Baner,10972.0,33771816,61,10.02
2019-12-13,Hyderabad,Banjara Hills,14648.0,30702208,72,-0.7
2019-12-14,Chennai,Adyar,11942.0,54168912,55,14.82
2019-12-15,Mumbai,Powai,5573.0,22849300,96,6.11
2019-12-16,Mumbai,Bandra,8634.0,41106474,59,5.29
2019-12-17,Pune,Hinjewadi,8422.0,8278826,53,-0.49
2019-12-18,Mumbai,Andheri,12337.0,23538996,58,13.4
2019-12-19,Pune,Wakad,4964.0,7490676,49,-1.16
2019-12-20,Mumbai,Bandra,13001.0,60480652,60,8.91
2019-12-21,Bengaluru,Electronic City,9344.0,25051264,72,1.23
2019-12-22,Pune,Kharadi,8506.0,16084846,53,-1.39
2019-12-23,Bengaluru,Whitefield,9582.0,46808070,94,1.18
2019-12-24,Hyderabad,Gachibowli,10210.0,11026800,89,0.34
2019-12-25,Mumbai,Andheri,9090.0,23297670,80,9.81
2019-12-26,Hyderabad,Banjara Hills,14582.0,61740188,46,10.0
2019-12-27,Mumbai,Powai,4425.0,8487150,90,7.94
2019-12-28,Hyderabad,Gachibowli,13448.0,49676912,91,9.35
2019-12-29,Mumbai,Bandra,11402.0,41081406,54,1.57
2019-12-30,Pune,Kharadi,12096.0,55689984,91,2.12
2019-12-31,Chennai,OMR,6356.0,12731068,41,2.54
2020-01-01,Mumbai,Thane,7252.0,28340816,57,12.91
2020-01-02,Hyderabad,Kondapur,8102.0,14016460,71,0.61
2020-01-03,Mumbai,Andheri,10498.0,39367500,81,7.55
2020-01-04,Pune,Baner,11352.0,17618304,58,14.06
2020-01-05,Bengaluru,Electronic City,5467.0,22895796,75,9.44
2020-01-06,Pune,Hinjewadi,4958.0,14402990,89,12.3
2020-01-07,Pune,Hinjewadi,5336.0,14898112,72,4.41
2020-01-08,Pune,Hinjewadi,13909.0,34702955,99,10.39
2020-01-09,Bengaluru,HSR Layout,4367.0,19171130,55,14.34
2020-01-10,Bengaluru,HSR Layout,13618.0,49338014,50,11.61
2020-01-11,Mumbai,Bandra,11955.0,47174430,69,7.21
2020-01-12,Hyderabad,Miyapur,13224.0,20616216,49,8.14
2020-01-13,Pune,Wakad,8596.0,20681976,89,2.71
2020-01-14,Bengaluru,Whitefield,8223.0,9941607,46,7.66
2020-01-15,Bengaluru,HSR Layout,8742.0,10097010,68,8.24
2020-01-16,Mumbai,Andheri,6298.0,31099524,78,12.44
2020-01-17,Hyderabad,Jubilee Hills,10745.0,17471370,83,12.04
2020-01-18,Mumbai,Bandra,14267.0,60192473,62,9.54
2020-01-19,Chennai,Velachery,13895.0,65223130,68,-1.37
2020-01-20,Hyderabad,Banjara Hills,7806.0,31864092,88,12.89
2020-01-21,Chennai,Velachery,10081.0,10665698,45,11.19
2020-01-22,Pune,Wakad,14562.0,65543562,83,12.19
2020-01-23,Chennai,Adyar,5287.0,25768838,73,12.43
2020-01-24,Mumbai,Bandra,6622.0,15190868,80,0.91
2020-01-25,Bengaluru,Electronic City,10202.0,18230974,96,12.02
2020-01-26,Chennai,Velachery,12844.0,48871420,87,1.42
2020-01-27,Chennai,OMR,4059.0,5337585,47,7.2
2020-01-28,Bengaluru,HSR Layout,7420.0,20590500,73,9.35
2020-01-29,Pune,Wakad,11786.0,20908364,75,12.37
2020-01-30,Bengaluru,Whitefield,5752.0,22162456,46,-0.25
2020-01-31,Chennai,Anna Nagar,14570.0,51126130,52,4.9
2020-02-01,Pune,Hinjewadi,10728.0,5760936,82,12.06
2020-02-02,Chennai,Adyar,8348.0,5342720,44,-0.24
2020-02-03,Bengaluru,Electronic City,9248.0,14935520,54,-0.4
2020-02-04,Chennai,Anna Nagar,6783.0,32382042,65,2.7
2020-02-05,Chennai,Anna Nagar,6335.0,3832675,73,12.13
2020-02-06,Bengaluru,Electronic City,5935.0,16896945,66,-1.97
2020-02-07,Pune,Wakad,11500.0,44068000,59,6.61
2020-02-08,Chennai,OMR,5914.0,5405396,78,9.24
2020-02-09,Mumbai,Powai,6597.0,9928485,69,11.68
2020-02-10,Bengaluru,Indiranagar,5674.0,3421422,80,-0.57
2020-02-11,Hyderabad,Kukatpally,13516.0,67336712,57,-1.78
2020-02-12,Pune,Kharadi,5591.0,8179633,74,13.09
2020-02-13,Hyderabad,Miyapur,10090.0,11694310,66,0.18
2020-02-14,Pune,Wakad,5721.0,3352506,92,2.81
2020-02-15,Chennai,Velachery,11824.0,10724368,58,2.57
2020-02-16,Pune,Baner,7593.0,13705365,76,1.87
2020-02-17,Mumbai,Thane,8174.0,10511764,79,10.42
2020-02-18,Hyderabad,Miyapur,11367.0,11264697,52,3.72
2020-02-19,Mumbai,Thane,5787.0,4861080,76,1.21
2020-02-20,Pune,Hinjewadi,12862.0,35151846,72,2.93
2020-02-21,Hyderabad,Miyapur,13063.0,48607423,57,8.15
2020-02-22,Mumbai,Thane,13849.0,63442269,83,1.07
2020-02-23,Hyderabad,Miyapur,9768.0,14427336,57,14.55
2020-02-24,Mumbai,Powai,11091.0,53613894,98,2.43
2020-02-25,Pune,Hinjewadi,4760.0,12061840,60,7.6
2020-02-26,Pune,Hinjewadi,7482.0,15959106,43,-1.05
2020-02-27,Chennai,Anna Nagar,9837.0,5587416,41,1.01
2020-02-28,Bengaluru,HSR Layout,8883.0,4583628,47,2.02
2020-02-29,Mumbai,Bandra,4611.0,22626177,64,13.56
2020-03-01,Mumbai,Thane,11083.0,21866759,79,6.17
2020-03-02,Chennai,Velachery,13225.0,39886600,56,12.15
2020-03-03,Mumbai,Thane,7147.0,7118412,92,4.51
2020-03-04,Pune,Baner,11098.0,31662594,46,1.06
2020-03-05,Mumbai,Thane,11431.0,24599512,86,14.11
2020-03-06,Pune,Wakad,9406.0,44151764,69,1.19
2020-03-07,Bengaluru,Whitefield,7287.0,6558300,40,11.23
2020-03-08,Chennai,Adyar,14186.0,44402180,82,13.06
2020-03-09,Hyderabad,Madhapur,9925.0,14421025,90,12.59
2020-03-10,Pune,Baner,8510.0,37435490,46,1.82
2020-03-11,Hyderabad,Banjara Hills,11225.0,45696975,82,-0.11
2020-03-12,Pune,Kharadi,12383.0,57209460,95,-1.39
2020-03-13,Hyderabad,Kondapur,9848.0,46059096,81,6.91
2020-03-14,Chennai,Adyar,9962.0,37795828,65,10.18
2020-03-15,Mumbai,Bandra,4021.0,12091147,43,12.73
2020-03-16,Pune,Kharadi,10198.0,14899278,86,5.72
2020-03-17,Mumbai,Thane,12069.0,15725907,86,5.59
2020-03-18,Pune,Wakad,11065.0,45775905,100,13.42
2020-03-19,Pune,Wakad,12751.0,35626294,69,5.81
2020-03-20,Mumbai,Thane,13947.0,41004180,76,5.64
2020-03-21,Mumbai,Thane,7026.0,4363146,81,7.32
2020-03-22,Hyderabad,Gachibowli,11706.0,42726900,59,11.04
2020-03-23,Chennai,Adyar,13620.0,47629140,99,8.21
2020-03-24,Pune,Kharadi,7234.0,29427912,70,3.22
2020-03-25,Pune,Kharadi,7372.0,10151244,92,7.43
2020-03-26,Mumbai,Thane,7909.0,19693410,80,3.57
2020-03-27,Hyderabad,Kondapur,12934.0,16348576,62,1.83
2020-03-28,Mumbai,Andheri,7073.0,31934595,58,-0.31
2020-03-29,Pune,Hinjewadi,8953.0,15067899,49,3.65
2020-03-30,Mumbai,Andheri,5255.0,9427470,81,5.71
2020-03-31,Mumbai,Bandra,5672.0,7555104,83,11.02
2020-04-01,Hyderabad,Gachibowli,7682.0,36643140,58,14.21
2020-04-02,Chennai,Adyar,6905.0,6000445,63,0.57
2020-04-03,Mumbai,Bandra,13852.0,66157152,88,-1.46
2020-04-04,Pune,Kharadi,8882.0,17133378,75,7.43
2020-04-05,Hyderabad,Jubilee Hills,4730.0,11545930,71,13.37
2020-04-06,Mumbai,Powai,9651.0,29425899,65,3.81
2020-04-07,Bengaluru,Whitefield,11251.0,25461013,70,13.64
2020-04-08,Mumbai,Powai,11489.0,28619099,68,14.04
2020-04-09,Mumbai,Andheri,11426.0,5952946,42,9.06
2020-04-10,Bengaluru,HSR Layout,12747.0,30885981,44,7.01
2020-04-11,Mumbai,Thane,14626.0,45559990,61,7.57
2020-04-12,Bengaluru,Electronic City,13829.0,64055928,61,4.9
2020-04-13,Chennai,Adyar,14782.0,50938772,57,2.74
2020-04-14,Chennai,OMR,5133.0,11205339,69,3.87
2020-04-15,Chennai,OMR,12947.0,33092532,71,-1.17
2020-04-16,Hyderabad,Banjara Hills,7436.0,13184028,67,4.8
2020-04-17,Mumbai,Thane,8443.0,15205843,84,11.38
2020-04-18,Pune,Kharadi,5408.0,20739680,62,6.3
2020-04-19,Bengaluru,Whitefield,8123.0,10169996,59,4.99
2020-04-20,Pune,Baner,9217.0,16240354,75,9.33
2020-04-21,Pune,Baner,14647.0,41245952,95,1.04
2020-04-22,Mumbai,Powai,10038.0,20477520,66,3.63
2020-04-23,Pune,Kharadi,4867.0,12800210,57,6.18
2020-04-24,Hyderabad,Banjara Hills,11862.0,27247014,92,12.13
2020-04-25,Hyderabad,Jubilee Hills,5650.0,18063050,68,1.15
2020-04-26,Pune,Hinjewadi,10501.0,51024359,62,1.98
2020-04-27,Chennai,Velachery,6665.0,22847620,49,12.99
2020-04-28,Hyderabad,Miyapur,6355.0,21384575,96,-0.91
2020-04-29,Bengaluru,Indiranagar,13583.0,31852135,48,12.91
2020-04-30,Chennai,OMR,10966.0,15440128,81,9.64
2020-05-01,Hyderabad,Kukatpally,6164.0,17419464,82,10.51
2020-05-02,Mumbai,Andheri,7726.0,25186760,90,6.39
2020-05-03,Hyderabad,Madhapur,7078.0,23647598,66,-1.67
2020-05-04,Pune,Wakad,9000.0,19791000,61,8.71
2020-05-05,Hyderabad,Kukatpally,5423.0,4305862,41,0.99
2020-05-06,Bengaluru,Whitefield,7895.0,39324995,47,2.61
2020-05-07,Bengaluru,HSR Layout,10935.0,29622915,72,11.52
2020-05-08,Bengaluru,Indiranagar,11151.0,47848941,70,4.22
2020-05-09,Pune,Baner,4832.0,24073024,67,-1.26
2020-05-10,Hyderabad,Kukatpally,14933.0,66451850,43,0.42
2020-05-11,Pune,Hinjewadi,14478.0,28970478,70,11.28
2020-05-12,Bengaluru,Electronic City,7820.0,6060500,79,14.02
2020-05-13,Chennai,Velachery,11633.0,39075247,87,-0.85
2020-05-14,Bengaluru,HSR Layout,9256.0,22362496,59,13.33
2020-05-15,Chennai,Velachery,4689.0,9232641,58,13.06
2020-05-16,Pune,Baner,10239.0,41805837,60,13.31
2020-05-17,Chennai,OMR,8475.0,35408550,44,10.48
2020-05-18,Chennai,OMR,9244.0,21991476,48,12.21
2020-05-19,Chennai,Velachery,5804.0,4323980,73,1.85
2020-05-20,Pune,Hinjewadi,9121.0,6767782,40,10.05
2020-05-21,Pune,Baner,6503.0,29172458,84,-1.45
2020-05-22,Mumbai,Andheri,7854.0,36835260,65,0.23
2020-05-23,Hyderabad,Madhapur,13889.0,24555752,65,11.63
2020-05-24,Pune,Hinjewadi,8164.0,4179968,62,4.07
2020-05-25,Mumbai,Bandra,4949.0,16499966,47,3.63
2020-05-26,Mumbai,Thane,6244.0,26986568,52,7.54
2020-05-27,Mumbai,Andheri,9400.0,25850000,72,10.59
2020-05-28,Pune,Baner,10786.0,22467238,74,2.68
2020-05-29,Mumbai,Powai,9886.0,46296138,59,6.94
2020-05-30,Pune,Hinjewadi,10840.0,31251720,74,9.06
2020-05-31,Chennai,Velachery,14247.0,48582270,92,8.78
2020-06-01,Pune,Kharadi,12320.0,32894400,43,11.03
2020-06-02,Mumbai,Thane,8920.0,28588600,77,4.56
2020-06-03,Hyderabad,Banjara Hills,6014.0,13314996,41,-1.77
2020-06-04,Pune,Wakad,10556.0,13490568,64,11.93
2020-06-05,Hyderabad,Kukatpally,8598.0,10584138,71,9.16
2020-06-06,Chennai,Velachery,5159.0,19129572,66,6.74
2020-06-07,Bengaluru,Whitefield,11493.0,5780979,66,8.62
2020-06-08,Chennai,Velachery,8814.0,41496312,83,3.97
2020-06-09,Mumbai,Andheri,14611.0,47325029,77,1.56
2020-06-10,Bengaluru,Electronic City,7081.0,34477389,58,10.97
2020-06-11,Chennai,Adyar,11208.0,18168168,94,0.46
2020-06-12,Mumbai,Thane,14302.0,62928800,81,0.29
2020-06-13,Hyderabad,Kondapur,10171.0,37785265,45,14.81
