Listing_ID,City,Locality,Price_INR,Area_sqft,BHK,Posted_Date,Status
1689,Mumbai,Thane,11602577,1815,4,2026-05-12,Available
1690,Mumbai,Bandra,8227383,931,3,2026-06-24,Available
1691,Pune,Kharadi,11843937,2026,4,2026-04-13,Pending
1692,Pune,Kharadi,15860464,1606,1,2026-06-22,Pending
1693,Pune,Kharadi,7323517,743,4,2026-04-16,Available
1694,Pune,Wakad,59219523,4033,5,2026-06-23,Available
1695,Mumbai,Powai,55527164,4137,2,2026-05-11,Sold
1696,Pune,Kharadi,20140695,2740,5,2026-04-28,Pending
1697,Hyderabad,Banjara Hills,15480400,2764,1,2026-06-08,Sold
1698,Chennai,Anna Nagar,14712655,1227,3,2026-05-19,Available
1699,Chennai,Anna Nagar,45408804,3515,4,2026-06-03,Pending
1700,Bengaluru,HSR Layout,18649638,3699,3,2026-05-26,Pending
1701,Hyderabad,Madhapur,25279042,2391,1,2026-06-27,Available
1702,Mumbai,Powai,19423812,3201,3,2026-06-28,Available
1703,Pune,Kharadi,15752144,1658,2,2026-07-07,Available
1704,Hyderabad,Jubilee Hills,9043537,1536,1,2026-05-19,Pending
1705,Chennai,OMR,37583223,4769,4,2026-05-30,Available
1706,Chennai,Anna Nagar,3619128,733,3,2026-06-10,Available
1707,Bengaluru,Whitefield,64192231,4615,4,2026-05-04,Available
1708,Bengaluru,HSR Layout,25177502,2578,3,2026-07-01,Pending
1709,Chennai,Anna Nagar,52037964,3652,3,2026-04-15,Sold
1710,Pune,Kharadi,50159207,4400,5,2026-07-09,Available
1711,Bengaluru,Indiranagar,34410568,4367,3,2026-04-16,Available
1712,Bengaluru,Whitefield,35810086,2993,5,2026-04-29,Available
1713,Hyderabad,Banjara Hills,20878973,2221,1,2026-05-15,Pending
1714,Pune,Wakad,33985531,4437,3,2026-05-17,Pending
1715,Pune,Baner,32226874,3867,2,2026-04-12,Available
1716,Mumbai,Bandra,32402648,3252,1,2026-04-17,Available
1717,Pune,Wakad,26883702,3309,4,2026-04-16,Sold
1718,Chennai,Velachery,12074199,1000,3,2026-04-16,Sold
1719,Chennai,Adyar,30907791,4686,4,2026-07-03,Sold
1720,Hyderabad,Madhapur,23830258,1703,5,2026-07-02,Available
1721,Hyderabad,Kondapur,34472452,3821,2,2026-05-16,Sold
1722,Pune,Kharadi,8264645,2077,1,2026-07-06,Pending
1723,Pune,Kharadi,13502026,2393,1,2026-04-19,Available
1724,Chennai,Velachery,9354927,1001,1,2026-07-06,Sold
1725,Pune,Baner,9882155,2217,2,2026-05-14,Available
1726,Hyderabad,Madhapur,22136601,3657,1,2026-07-03,Available
1727,Mumbai,Bandra,13553252,1165,1,2026-06-21,Available
1728,Hyderabad,Jubilee Hills,9166917,1746,2,2026-05-02,Available
1729,Bengaluru,Whitefield,2677612,607,5,2026-06-26,Available
1730,Bengaluru,HSR Layout,19950649,4359,3,2026-05-03,Sold
1731,Mumbai,Bandra,24303577,2851,5,2026-07-04,Sold
1732,Chennai,Adyar,30354481,3684,3,2026-04-15,Pending
1733,Chennai,Velachery,25616382,4052,2,2026-05-02,Sold
1734,Mumbai,Andheri,17045135,1999,5,2026-06-12,Available
1735,Chennai,OMR,48871980,3832,4,2026-07-05,Pending
1736,Mumbai,Powai,46225353,3530,5,2026-04-16,Sold
1737,Bengaluru,Indiranagar,50497408,4536,4,2026-04-26,Pending
1738,Mumbai,Thane,25878201,1867,5,2026-06-23,Pending
1739,Mumbai,Powai,32232061,2990,5,2026-05-06,Pending
1740,Mumbai,Andheri,5311815,588,3,2026-06-07,Sold
1741,Mumbai,Bandra,34561024,3216,4,2026-06-02,Sold
1742,Mumbai,Andheri,17482607,1192,5,2026-04-21,Available
1743,Bengaluru,Electronic City,15174545,3168,5,2026-06-27,Pending
1744,Pune,Baner,19582517,1704,5,2026-07-02,Sold
1745,Bengaluru,Whitefield,67880027,4833,2,2026-06-11,Pending
1746,Pune,Hinjewadi,6351431,1073,1,2026-04-11,Sold
1747,Pune,Hinjewadi,4111267,912,3,2026-05-20,Sold
1748,Hyderabad,Madhapur,31644698,4273,1,2026-06-10,Sold
1749,Bengaluru,Electronic City,15132652,1609,3,2026-07-08,Sold
1750,Bengaluru,Electronic City,23841533,1637,3,2026-05-09,Pending
1751,Chennai,OMR,25531762,2019,3,2026-04-13,Sold
1752,Hyderabad,Kondapur,20017377,2541,2,2026-06-02,Available
1753,Bengaluru,Indiranagar,12791132,1236,3,2026-06-20,Pending
1754,Hyderabad,Madhapur,29723176,3770,4,2026-07-09,Available
1755,Pune,Hinjewadi,30808804,4781,2,2026-04-24,Pending
1756,Bengaluru,Whitefield,11337141,1589,3,2026-05-09,Pending
1757,Chennai,Velachery,25900304,1952,4,2026-04-23,Available
1758,Pune,Wakad,30006202,4374,5,2026-05-24,Available
1759,Mumbai,Bandra,28743277,4742,5,2026-05-06,Pending
1760,Mumbai,Thane,9284597,796,3,2026-06-30,Available
1761,Bengaluru,Indiranagar,36603737,2548,4,2026-05-15,Sold
1762,Chennai,OMR,42647272,4326,2,2026-05-25,Pending
1763,Chennai,OMR,53469450,3722,2,2026-06-13,Sold
1764,Hyderabad,Gachibowli,55546319,4629,5,2026-05-09,Sold
1765,Chennai,Anna Nagar,28114841,2458,2,2026-04-22,Available
1766,Mumbai,Bandra,7147646,1375,4,2026-05-09,Available
1767,Pune,Hinjewadi,37284759,3827,4,2026-04-25,Sold
1768,Bengaluru,Electronic City,25724597,2184,3,2026-05-03,Sold
1769,Bengaluru,Whitefield,31868188,4064,3,2026-06-07,Sold
1770,Bengaluru,Electronic City,48078861,3856,3,2026-06-28,Sold
1771,Hyderabad,Madhapur,36845954,3467,5,2026-05-09,Available
1772,Hyderabad,Jubilee Hills,8204248,650,2,2026-06-04,Available
1773,Hyderabad,Banjara Hills,43272790,4058,2,2026-05-04,Available
1774,Chennai,Adyar,26945162,3496,3,2026-04-16,Sold
1775,Bengaluru,Electronic City,27803140,2421,1,2026-06-15,Pending
1776,Chennai,Anna Nagar,18755780,4458,1,2026-06-18,Available
1777,Hyderabad,Jubilee Hills,31752078,2404,2,2026-05-03,Pending
1778,Mumbai,Andheri,32804973,2649,5,2026-06-06,Available
1779,Mumbai,Thane,14186660,3062,2,2026-05-29,Available
1780,Chennai,OMR,40692541,3797,5,2026-04-24,Available
1781,Mumbai,Andheri,21640023,1649,4,2026-04-28,Pending
1782,Mumbai,Andheri,66378849,4591,4,2026-05-25,Available
1783,Pune,Kharadi,42416845,3428,2,2026-06-16,Available
1784,Mumbai,Andheri,8308608,745,3,2026-04-27,Available
1785,Hyderabad,Kukatpally,16252718,2733,2,2026-06-06,Sold
1786,Pune,Baner,30224892,3118,2,2026-06-15,Sold
1787,Chennai,Anna Nagar,8061196,707,2,2026-04-24,Pending
1788,Mumbai,Bandra,36020207,3399,4,2026-05-13,Sold
1789,Pune,Kharadi,21123898,2669,4,2026-04-23,Available
1790,Bengaluru,Electronic City,21281854,1495,4,2026-05-22,Sold
1791,Chennai,Velachery,22312014,3358,5,2026-05-01,Pending
1792,Hyderabad,Banjara Hills,39838706,2927,5,2026-05-30,Sold
1793,Pune,Baner,64895082,4442,4,2026-06-08,Pending
1794,Chennai,Adyar,53180077,3896,5,2026-05-12,Sold
1795,Bengaluru,Electronic City,53277463,3866,2,2026-06-20,Available
1796,Hyderabad,Madhapur,22086443,4766,1,2026-04-26,Available
1797,Pune,Kharadi,13341753,1246,4,2026-06-16,Pending
1798,Pune,Wakad,15532070,3583,1,2026-05-15,Sold
1799,Pune,Baner,8563608,638,4,2026-06-04,Available
1800,Mumbai,Bandra,59387419,4862,1,2026-05-02,Sold
1801,Mumbai,Andheri,17745433,1511,2,2026-04-21,Sold
1802,Mumbai,Andheri,14776985,987,1,2026-06-08,Sold
1803,Pune,Kharadi,33829674,4302,3,2026-04-29,Available
1804,Bengaluru,Electronic City,4501048,996,3,2026-06-28,Available
1805,Bengaluru,Whitefield,16436415,1682,4,2026-05-19,Sold
1806,Chennai,OMR,7066296,1768,3,2026-07-08,Sold
1807,Chennai,Adyar,3830759,568,1,2026-04-28,Available
1808,Hyderabad,Kondapur,4839854,672,1,2026-04-18,Available
1809,Mumbai,Andheri,34243598,4544,1,2026-07-03,Sold
1810,Hyderabad,Banjara Hills,9026802,674,4,2026-07-03,Pending
1811,Hyderabad,Kukatpally,31803821,3642,1,2026-04-10,Pending
1812,Chennai,OMR,7073874,703,4,2026-07-02,Sold
1813,Mumbai,Bandra,7910339,735,1,2026-05-17,Available
1814,Chennai,OMR,33963036,3273,2,2026-06-24,Sold
1815,Pune,Baner,19618040,1705,5,2026-06-18,Sold
1816,Chennai,Velachery,61072261,4269,2,2026-06-11,Pending
1817,Pune,Hinjewadi,16544892,3315,1,2026-04-28,Sold
1818,Chennai,Anna Nagar,11291203,830,3,2026-05-01,Available
1819,Mumbai,Thane,25230220,3230,2,2026-06-12,Sold
1820,Mumbai,Bandra,30044004,4038,3,2026-06-16,Available
1821,Pune,Hinjewadi,19288652,2056,2,2026-05-27,Available
1822,Mumbai,Andheri,29175753,2293,5,2026-06-19,Pending
1823,Chennai,Adyar,29138108,2445,2,2026-05-25,Pending
1824,Chennai,OMR,11352871,1131,2,2026-06-14,Available
1825,Bengaluru,HSR Layout,7476784,1155,2,2026-04-14,Available
1826,Mumbai,Thane,5030308,613,5,2026-05-02,Pending
1827,Bengaluru,Indiranagar,23344001,2985,3,2026-05-04,Pending
1828,Hyderabad,Jubilee Hills,7854436,1191,4,2026-07-01,Sold
1829,Pune,Kharadi,65753288,4487,2,2026-06-12,Sold
1830,Mumbai,Powai,43212289,3020,4,2026-07-08,Pending
1831,Bengaluru,HSR Layout,45357903,3454,3,2026-05-20,Available
1832,Bengaluru,Indiranagar,15337190,3307,5,2026-05-20,Pending
1833,Mumbai,Thane,33238195,3096,1,2026-06-17,Sold
1834,Mumbai,Bandra,14885516,3206,5,2026-06-27,Sold
1835,Mumbai,Bandra,33018339,3823,4,2026-07-03,Pending
1836,Mumbai,Powai,25742891,4770,1,2026-06-25,Pending
1837,Bengaluru,Indiranagar,23283110,2456,5,2026-06-02,Sold
1838,Hyderabad,Miyapur,9732622,1278,4,2026-06-05,Sold
1839,Mumbai,Thane,48234216,3519,1,2026-05-05,Sold
1840,Mumbai,Thane,13053993,1054,3,2026-06-30,Available
1841,Bengaluru,Indiranagar,15544041,1083,4,2026-06-04,Available
1842,Pune,Wakad,22990426,3141,4,2026-07-07,Available
1843,Mumbai,Bandra,24072280,3172,2,2026-06-16,Pending
1844,Bengaluru,HSR Layout,39203599,4021,2,2026-04-27,Available
1845,Pune,Baner,30586686,4737,1,2026-06-15,Sold
1846,Mumbai,Powai,20055846,1851,4,2026-04-18,Pending
1847,Mumbai,Bandra,5554769,1261,1,2026-05-08,Sold
1848,Mumbai,Thane,14886673,1257,4,2026-04-12,Pending
1849,Pune,Wakad,24659561,3862,2,2026-06-23,Sold
1850,Bengaluru,HSR Layout,16155874,1347,3,2026-05-02,Sold
1851,Chennai,Anna Nagar,6888369,1059,2,2026-05-01,Available
1852,Chennai,Velachery,25775253,2696,4,2026-06-13,Available
1853,Pune,Wakad,6908581,1806,5,2026-04-25,Available
1854,Pune,Hinjewadi,12953194,2047,5,2026-05-18,Pending
1855,Mumbai,Bandra,13146561,2395,4,2026-07-02,Available
1856,Mumbai,Thane,3335531,773,3,2026-07-03,Available
1857,Chennai,Velachery,46378225,4659,2,2026-04-10,Sold
1858,Pune,Wakad,47056953,4840,2,2026-05-31,Pending
1859,Chennai,Adyar,22689633,3811,3,2026-05-14,Pending
1860,Mumbai,Thane,13495987,2479,3,2026-04-17,Pending
1861,Hyderabad,Jubilee Hills,9188673,1791,4,2026-05-05,Available
1862,Mumbai,Powai,20583754,2233,3,2026-07-08,Sold
1863,Mumbai,Powai,65545137,4951,3,2026-05-01,Pending
1864,Chennai,Velachery,8813279,747,2,2026-05-09,Available
1865,Hyderabad,Madhapur,17789438,1269,3,2026-06-27,Available
1866,Chennai,Velachery,24698184,1858,2,2026-06-23,Pending
1867,Pune,Wakad,10189579,2227,5,2026-05-21,Pending
1868,Bengaluru,Whitefield,40132794,3737,1,2026-06-23,Sold
1869,Pune,Baner,46663604,4302,2,2026-06-03,Available
1870,Mumbai,Thane,36620540,2746,3,2026-06-17,Sold
1871,Hyderabad,Miyapur,13379242,2016,5,2026-06-15,Sold
1872,Hyderabad,Jubilee Hills,22583706,2247,4,2026-04-30,Available
1873,Pune,Hinjewadi,5738058,607,4,2026-04-22,Available
1874,Chennai,OMR,20246093,2283,3,2026-05-10,Pending
1875,Mumbai,Thane,24931480,4476,2,2026-07-02,Available
1876,Mumbai,Bandra,33580696,2493,5,2026-04-22,Sold
1877,Mumbai,Powai,13456305,1177,4,2026-06-29,Available
1878,Mumbai,Powai,9526923,791,5,2026-06-16,Sold
1879,Pune,Baner,40540068,2927,2,2026-06-30,Sold
1880,Pune,Hinjewadi,12333946,913,3,2026-05-20,Sold
1881,Pune,Kharadi,21421656,2399,3,2026-05-16,Pending
1882,Pune,Wakad,68867685,4749,2,2026-06-11,Available
1883,Pune,Hinjewadi,42180646,4243,2,2026-05-14,Pending
1884,Mumbai,Powai,6605994,565,5,2026-04-11,Available
1885,Bengaluru,HSR Layout,26867578,2274,2,2026-05-03,Available
1886,Mumbai,Thane,11480206,1045,1,2026-04-17,Available
1887,Hyderabad,Kukatpally,31422903,4764,3,2026-06-20,Pending
1888,Mumbai,Powai,9464399,1444,3,2026-06-04,Sold
1889,Hyderabad,Banjara Hills,48974818,3620,5,2026-05-21,Pending
1890,Hyderabad,Kukatpally,13013536,1066,1,2026-05-15,Available
1891,Chennai,OMR,23813326,2548,3,2026-06-09,Sold
1892,Pune,Wakad,54990244,4943,4,2026-05-09,Sold
1893,Bengaluru,Electronic City,58304167,4924,3,2026-06-25,Pending
1894,Hyderabad,Jubilee Hills,23595661,2153,2,2026-05-27,Sold
1895,Chennai,Velachery,23229306,2308,3,2026-04-22,Pending
1896,Bengaluru,Whitefield,3178574,678,1,2026-05-06,Pending
1897,Pune,Wakad,29465436,3682,5,2026-07-09,Sold
1898,Chennai,OMR,39724215,3560,1,2026-05-04,Pending
1899,Pune,Kharadi,8187506,1136,5,2026-06-18,Available
1900,Bengaluru,HSR Layout,23777031,2818,5,2026-07-08,Sold
1901,Chennai,Anna Nagar,20737474,3727,3,2026-05-06,Available
1902,Hyderabad,Kukatpally,17600832,1529,5,2026-07-03,Sold
1903,Pune,Baner,33404074,3714,5,2026-04-23,Sold
1904,Mumbai,Andheri,33051676,4464,3,2026-07-07,Sold
1905,Bengaluru,Indiranagar,19329259,4285,3,2026-06-27,Pending
1906,Mumbai,Andheri,7261298,1539,5,2026-04-21,Available
1907,Hyderabad,Madhapur,53113691,4728,5,2026-06-12,Available
1908,Chennai,OMR,15760808,1231,5,2026-06-25,Sold
1909,Chennai,OMR,25911393,2517,1,2026-04-15,Available
1910,Chennai,OMR,29287172,2334,2,2026-04-15,Pending
1911,Pune,Wakad,7654954,835,4,2026-05-27,Sold
1912,Hyderabad,Jubilee Hills,24102320,2358,3,2026-05-28,Sold
1913,Pune,Wakad,34431318,3096,2,2026-05-09,Sold
1914,Bengaluru,Electronic City,6816239,879,4,2026-04-16,Available
1915,Hyderabad,Kondapur,22815715,1532,4,2026-04-29,Pending
1916,Hyderabad,Gachibowli,35343115,4189,4,2026-06-28,Pending
1917,Hyderabad,Miyapur,25067774,2195,5,2026-06-20,Sold
1918,Bengaluru,Electronic City,22612880,4861,1,2026-05-22,Available
1919,Mumbai,Thane,14483680,1448,3,2026-06-21,Sold
1920,Chennai,Adyar,17780531,2291,4,2026-05-20,Available
1921,Pune,Wakad,29744455,3370,1,2026-06-12,Sold
1922,Chennai,Velachery,6633963,512,4,2026-06-25,Pending
1923,Hyderabad,Jubilee Hills,21063882,1512,5,2026-05-31,Sold
1924,Bengaluru,Indiranagar,62750749,4575,5,2026-04-25,Sold
1925,Hyderabad,Gachibowli,3686160,683,4,2026-04-25,Pending
1926,Pune,Hinjewadi,69157301,4651,1,2026-05-10,Sold
1927,Bengaluru,Indiranagar,28050466,2781,3,2026-05-10,Available
1928,Mumbai,Thane,35091167,4439,5,2026-05-26,Sold
1929,Chennai,Velachery,14196842,977,2,2026-06-09,Pending
1930,Hyderabad,Kukatpally,41645794,4802,4,2026-07-05,Available
1931,Bengaluru,Whitefield,52574827,4159,4,2026-05-11,Available
1932,Hyderabad,Kukatpally,19425794,2994,2,2026-05-28,Pending
1933,Pune,Hinjewadi,23568230,2027,1,2026-04-14,Sold
1934,Bengaluru,Electronic City,8550359,1371,1,2026-05-14,Sold
1935,Pune,Baner,10730383,854,2,2026-05-31,Sold
1936,Chennai,Adyar,38769645,3397,1,2026-05-01,Available
1937,Bengaluru,HSR Layout,7521469,802,1,2026-06-11,Sold
1938,Mumbai,Thane,11278320,1100,2,2026-05-23,Sold
1939,Hyderabad,Gachibowli,17683684,3076,5,2026-04-14,Pending
1940,Pune,Baner,3841036,528,4,2026-04-27,Available
1941,Pune,Kharadi,45477758,4017,3,2026-05-14,Available
1942,Chennai,Anna Nagar,7125902,526,1,2026-04-30,Sold
1943,Pune,Baner,22129023,4509,1,2026-05-09,Pending
1944,Bengaluru,Indiranagar,53073157,3780,5,2026-05-15,Sold
1945,Bengaluru,Indiranagar,19871242,3119,3,2026-07-04,Sold
1946,Chennai,Adyar,21850549,2486,2,2026-05-28,Pending
1947,Hyderabad,Banjara Hills,37864151,3667,2,2026-05-30,Sold
1948,Chennai,Anna Nagar,62957242,4874,5,2026-05-20,Available
1949,Hyderabad,Gachibowli,27512226,2042,1,2026-06-03,Pending
1950,Chennai,OMR,9664894,642,1,2026-05-25,Sold
1951,Pune,Baner,68469074,4967,3,2026-06-03,Pending
1952,Chennai,OMR,12931231,1766,2,2026-04-26,Pending
1953,Bengaluru,HSR Layout,27436454,3112,5,2026-07-08,Sold
1954,Pune,Baner,17569063,1340,1,2026-05-21,Pending
1955,Mumbai,Bandra,37961753,3786,1,2026-05-24,Pending
1956,Pune,Baner,3382284,567,4,2026-06-28,Sold
1957,Mumbai,Bandra,20701535,1617,1,2026-06-15,Sold
1958,Chennai,Anna Nagar,19957266,2836,4,2026-05-16,Available
1959,Chennai,Anna Nagar,38281712,3277,5,2026-04-18,Available
1960,Pune,Baner,48505671,4177,3,2026-05-06,Available
1961,Mumbai,Andheri,55136075,4418,3,2026-07-07,Pending
1962,Hyderabad,Gachibowli,31489076,3573,5,2026-05-06,Pending
1963,Mumbai,Andheri,53002172,3953,1,2026-05-04,Sold
1964,Bengaluru,HSR Layout,24169385,2766,4,2026-04-15,Available
1965,Bengaluru,Indiranagar,18894178,3209,5,2026-05-12,Pending
1966,Pune,Hinjewadi,6844316,1601,1,2026-04-11,Pending
1967,Bengaluru,Electronic City,16135589,1152,3,2026-07-05,Sold
1968,Pune,Baner,6779778,513,3,2026-07-01,Pending
1969,Mumbai,Andheri,17809640,2473,2,2026-06-12,Sold
1970,Chennai,OMR,19558301,2649,2,2026-07-04,Available
1971,Bengaluru,Indiranagar,5262530,1203,3,2026-05-29,Available
1972,Bengaluru,Electronic City,26843449,3734,3,2026-07-07,Pending
1973,Bengaluru,Whitefield,18647184,2187,3,2026-06-13,Available
1974,Chennai,Velachery,48122019,4439,2,2026-07-03,Available
1975,Pune,Kharadi,32557969,2312,3,2026-06-20,Sold
1976,Hyderabad,Gachibowli,7761435,554,4,2026-07-09,Available
1977,Bengaluru,HSR Layout,56715917,4917,3,2026-06-14,Available
1978,Mumbai,Thane,7513440,794,1,2026-06-12,Sold
1979,Bengaluru,HSR Layout,28388949,2282,5,2026-05-12,Available
1980,Bengaluru,Indiranagar,14240967,2910,2,2026-05-26,Pending
1981,Mumbai,Bandra,15739519,2015,1,2026-04-18,Pending
1982,Pune,Baner,38930456,4045,4,2026-06-19,Available
1983,Mumbai,Powai,53406574,4265,5,2026-06-03,Pending
1984,Chennai,Adyar,61058164,4227,3,2026-05-19,Available
1985,Hyderabad,Banjara Hills,6655030,877,2,2026-05-08,Available
1986,Pune,Hinjewadi,23162483,1859,4,2026-05-19,Sold
1987,Mumbai,Thane,7391452,1588,4,2026-06-18,Pending
1988,Bengaluru,Whitefield,15976644,3281,2,2026-06-30,Pending
1989,Mumbai,Bandra,13142829,1360,5,2026-06-11,Pending
1990,Mumbai,Powai,38785806,3665,1,2026-06-12,Sold
1991,Bengaluru,HSR Layout,9746394,972,3,2026-05-27,Available
1992,Mumbai,Bandra,6703208,1230,5,2026-06-22,Pending
1993,Pune,Hinjewadi,6345539,681,3,2026-05-18,Sold
1994,Bengaluru,Indiranagar,40078392,4905,1,2026-05-02,Pending
1995,Mumbai,Bandra,11281276,2229,1,2026-06-08,Pending
1996,Hyderabad,Kondapur,29081019,2816,5,2026-06-30,Pending
1997,Pune,Baner,7101390,592,1,2026-04-13,Available
1998,Pune,Kharadi,19597851,2236,4,2026-06-01,Available
1999,Mumbai,Powai,13931459,3095,1,2026-04-26,Sold
2000,Bengaluru,Electronic City,37764980,3397,2,2026-05-03,Pending
2001,Bengaluru,HSR Layout,24192101,1698,1,2026-05-08,Available
2002,Pune,Hinjewadi,17787002,1957,5,2026-06-16,Sold
2003,Chennai,Velachery,37476713,4055,2,2026-05-20,Available
2004,Pune,Kharadi,9113007,1571,3,2026-06-18,Sold
2005,Bengaluru,Electronic City,18146241,2227,5,2026-05-06,Sold
2006,Bengaluru,HSR Layout,8034545,755,4,2026-05-29,Sold
2007,Mumbai,Powai,17014206,3777,1,2026-05-09,Pending
2008,Hyderabad,Jubilee Hills,25728468,4485,5,2026-04-14,Sold
2009,Pune,Baner,11603946,2187,3,2026-05-21,Available
2010,Mumbai,Powai,11833820,878,2,2026-04-26,Sold
2011,Bengaluru,Electronic City,21410236,2037,4,2026-04-14,Available
2012,Chennai,Velachery,47645603,3843,4,2026-05-03,Sold
2013,Pune,Wakad,2770632,731,3,2026-06-04,Available
2014,Hyderabad,Gachibowli,10315190,1167,1,2026-07-02,Sold
2015,Chennai,OMR,13734841,2381,3,2026-05-29,Sold
2016,Chennai,Velachery,25985845,4724,3,2026-07-05,Sold
2017,Mumbai,Bandra,48473164,3798,3,2026-04-21,Sold
2018,Bengaluru,Whitefield,63163935,4957,3,2026-05-08,Sold
2019,Hyderabad,Madhapur,11799709,1888,4,2026-06-25,Available
2020,Mumbai,Bandra,25751013,2556,5,2026-05-09,Sold
2021,Chennai,Velachery,20225377,4187,5,2026-05-13,Pending
2022,Bengaluru,Electronic City,21141497,3317,5,2026-04-15,Available
2023,Hyderabad,Miyapur,24779290,2078,2,2026-06-24,Available
2024,Bengaluru,Indiranagar,17755624,2154,1,2026-05-12,Sold
2025,Bengaluru,Whitefield,10603528,770,5,2026-04-29,Sold
2026,Bengaluru,Whitefield,18711194,1343,1,2026-05-18,Pending
2027,Bengaluru,HSR Layout,59695305,4266,5,2026-04-10,Pending
2028,Bengaluru,Electronic City,4071080,636,4,2026-05-12,Pending
2029,Hyderabad,Gachibowli,17225573,1866,3,2026-05-10,Available
2030,Pune,Kharadi,40818854,3279,4,2026-05-24,Available
2031,Hyderabad,Banjara Hills,25044240,1707,3,2026-04-24,Pending
2032,Chennai,Anna Nagar,37800454,2533,4,2026-06-19,Pending
2033,Chennai,Adyar,12364131,874,3,2026-06-15,Available
2034,Bengaluru,Electronic City,54160897,4011,3,2026-04-27,Available
2035,Pune,Wakad,29575493,3586,1,2026-04-26,Available
2036,Chennai,OMR,17720259,2941,5,2026-05-01,Pending
2037,Mumbai,Andheri,23413943,1656,3,2026-05-03,Pending
2038,Mumbai,Andheri,50801442,4308,1,2026-05-17,Pending
2039,Hyderabad,Jubilee Hills,9481218,1265,5,2026-05-22,Pending
2040,Hyderabad,Jubilee Hills,7138389,1286,1,2026-06-12,Available
2041,Mumbai,Andheri,2022950,542,3,2026-06-18,Pending
2042,Hyderabad,Kondapur,42371216,2974,2,2026-06-28,Available
2043,Bengaluru,Whitefield,47684619,4879,2,2026-05-06,Available
2044,Pune,Kharadi,29918310,2128,2,2026-04-21,Pending
2045,Chennai,OMR,19892876,3872,3,2026-06-11,Pending
2046,Chennai,OMR,57967104,4963,1,2026-05-12,Available
2047,Pune,Baner,14830294,3175,2,2026-06-02,Pending
2048,Pune,Kharadi,37659588,3785,4,2026-07-02,Available
2049,Hyderabad,Kukatpally,20360451,2940,2,2026-05-07,Pending
2050,Chennai,OMR,13402094,1103,5,2026-06-24,Available
2051,Chennai,Adyar,15962669,1891,2,2026-06-25,Available
2052,Bengaluru,Indiranagar,12258085,1055,4,2026-04-30,Available
2053,Bengaluru,Whitefield,7569791,630,1,2026-04-14,Pending
2054,Pune,Baner,60086576,4413,3,2026-04-17,Available
2055,Bengaluru,Electronic City,9369288,704,3,2026-04-15,Pending
2056,Mumbai,Thane,13424058,2940,2,2026-04-25,Available
2057,Chennai,OMR,25649430,3802,3,2026-04-27,Pending
2058,Bengaluru,Electronic City,6318702,1608,3,2026-05-01,Sold
2059,Chennai,Anna Nagar,12351959,1135,3,2026-04-14,Pending
2060,Bengaluru,Whitefield,15629149,3141,5,2026-06-29,Pending
2061,Hyderabad,Banjara Hills,8187380,1653,2,2026-07-09,Pending
2062,Mumbai,Andheri,17959013,1609,2,2026-05-28,Available
2063,Hyderabad,Jubilee Hills,5849691,698,3,2026-07-07,Pending
2064,Chennai,Velachery,51824352,4160,4,2026-04-28,Available
2065,Hyderabad,Kondapur,13292197,1267,4,2026-05-05,Pending
2066,Pune,Wakad,23340578,3168,2,2026-04-24,Sold
2067,Mumbai,Bandra,29252852,4168,5,2026-05-02,Pending
2068,Hyderabad,Gachibowli,14168914,1551,1,2026-07-06,Available
2069,Chennai,OMR,47687616,3390,1,2026-06-27,Available
2070,Mumbai,Thane,20605752,1557,2,2026-06-12,Sold
2071,Pune,Wakad,33402993,3330,2,2026-07-02,Sold
2072,Pune,Baner,2709923,557,4,2026-07-09,Available
2073,Chennai,Velachery,20593294,4926,4,2026-06-19,Pending
2074,Hyderabad,Kukatpally,18897774,3976,3,2026-04-26,Available
2075,Chennai,Anna Nagar,44258890,3236,3,2026-05-16,Pending
2076,Pune,Baner,27816811,4798,1,2026-05-20,Sold
2077,Mumbai,Andheri,43441315,4264,2,2026-05-09,Pending
2078,Pune,Hinjewadi,15659605,1086,2,2026-05-11,Available
2079,Chennai,Anna Nagar,25052455,3532,3,2026-06-21,Pending
2080,Bengaluru,HSR Layout,11383525,1906,5,2026-04-11,Sold
2081,Bengaluru,HSR Layout,12492931,2012,1,2026-04-17,Sold
2082,Pune,Kharadi,18026129,1612,2,2026-07-08,Sold
2083,Chennai,Anna Nagar,16341247,1289,2,2026-04-11,Pending
2084,Pune,Wakad,44544701,3141,2,2026-06-30,Sold
2085,Mumbai,Powai,45427937,3969,3,2026-04-30,Available
2086,Bengaluru,Electronic City,6024991,622,5,2026-05-28,Available
2087,Bengaluru,Electronic City,8235831,1151,1,2026-04-24,Sold
2088,Mumbai,Thane,52254169,3672,5,2026-05-25,Pending
2089,Hyderabad,Madhapur,6330815,790,2,2026-05-28,Available
2090,Chennai,Velachery,14177032,2069,4,2026-06-21,Sold
2091,Hyderabad,Banjara Hills,5664594,637,2,2026-05-15,Available
2092,Chennai,Velachery,16278108,2075,3,2026-07-01,Available
2093,Chennai,OMR,9759548,1481,2,2026-06-11,Sold
2094,Pune,Hinjewadi,16815858,1200,2,2026-06-06,Sold
2095,Mumbai,Bandra,19236831,4227,1,2026-04-10,Available
2096,Bengaluru,Whitefield,33447463,3061,4,2026-05-30,Available
2097,Pune,Baner,10461202,709,5,2026-06-13,Available
2098,Hyderabad,Kukatpally,10759777,1321,4,2026-06-13,Available
