Place_ID,Category,Name,City,Locality,Latitude,Longitude,Distance_km,Rating
2424,Restaurant,College_2424,Hyderabad,Gachibowli,16.936894,73.361514,2.33,3.8
2425,School,School_2425,Bengaluru,Indiranagar,18.9338,76.507016,3.05,3.4
2426,Mall,Mall_2426,Hyderabad,Kondapur,12.116413,79.123611,2.28,4.1
2427,Metro,Hospital_2427,Chennai,Velachery,15.174713,72.874989,2.97,4.2
2428,Bus Stop,College_2428,Mumbai,Thane,12.087088,79.239637,2.71,4.9
2429,Airport,Metro_2429,Hyderabad,Gachibowli,16.788818,75.422761,9.71,5.0
2430,College,Metro_2430,Bengaluru,Indiranagar,15.738048,76.900674,2.47,3.0
2431,Metro,Bus Stop_2431,Chennai,OMR,18.150419,77.811729,9.87,3.4
2432,Park,Restaurant_2432,Mumbai,Bandra,17.350389,75.658454,3.13,4.6
2433,Bus Stop,Park_2433,Mumbai,Andheri,16.689478,75.053197,5.08,4.4
2434,Bus Stop,Hospital_2434,Chennai,Anna Nagar,13.559904,76.602048,3.35,4.1
2435,Bus Stop,Park_2435,Chennai,Adyar,15.632391,79.741312,4.75,3.8
2436,Metro,Park_2436,Mumbai,Thane,13.81064,78.358688,4.4,4.4
2437,Restaurant,Mall_2437,Hyderabad,Miyapur,16.666023,76.136321,9.13,3.4
2438,College,Restaurant_2438,Mumbai,Thane,16.983756,76.123681,4.33,4.0
2439,Hospital,Park_2439,Bengaluru,HSR Layout,14.3778,75.099043,4.94,3.3
2440,Airport,Hospital_2440,Chennai,Anna Nagar,12.726216,77.801916,9.78,3.0
2441,Bus Stop,Airport_2441,Chennai,Velachery,12.969907,72.014836,3.23,4.3
2442,Bus Stop,Airport_2442,Chennai,Anna Nagar,18.536252,79.001001,3.75,3.5
2443,Hospital,School_2443,Mumbai,Thane,18.51684,75.442686,3.21,3.2
2444,Bus Stop,College_2444,Chennai,Anna Nagar,15.501732,72.555793,2.16,4.7
2445,Metro,Mall_2445,Pune,Wakad,12.032125,72.245321,3.73,3.6
2446,Airport,Park_2446,Mumbai,Powai,14.615413,79.417161,6.47,4.5
2447,Airport,Airport_2447,Bengaluru,Indiranagar,17.400983,77.291457,4.89,4.3
2448,Airport,Restaurant_2448,Bengaluru,Whitefield,13.043371,75.388294,0.55,3.9
2449,Hospital,Airport_2449,Mumbai,Andheri,13.078913,73.953627,2.3,4.6
2450,Mall,Bus Stop_2450,Bengaluru,HSR Layout,15.146798,76.00519,8.63,4.7
2451,Airport,Airport_2451,Mumbai,Powai,13.762904,78.910721,9.3,3.6
2452,College,Mall_2452,Mumbai,Bandra,18.050232,79.889969,0.75,4.2
2453,Hospital,Hospital_2453,Hyderabad,Jubilee Hills,14.68519,75.484835,2.35,4.4
2454,Metro,Bus Stop_2454,Chennai,Adyar,13.660162,74.388189,9.87,3.4
2455,Mall,Hospital_2455,Chennai,Velachery,16.202516,77.635073,7.33,4.7
2456,Metro,Bus Stop_2456,Chennai,OMR,12.407066,78.865552,6.9,3.3
2457,Airport,School_2457,Mumbai,Andheri,13.063976,77.670843,3.6,3.5
2458,School,Metro_2458,Pune,Kharadi,16.816551,77.693348,1.24,3.7
2459,Hospital,Park_2459,Bengaluru,Indiranagar,15.213247,77.233874,7.1,3.4
2460,School,Hospital_2460,Bengaluru,Indiranagar,16.080086,76.591832,2.25,4.7
2461,Bus Stop,College_2461,Bengaluru,Indiranagar,17.751071,74.047449,0.55,3.1
2462,School,Mall_2462,Pune,Kharadi,13.286944,78.511854,2.32,3.2
2463,Metro,School_2463,Mumbai,Bandra,15.416667,76.396936,9.74,4.6
2464,School,Mall_2464,Pune,Wakad,14.813087,78.565904,5.76,4.7
2465,School,Park_2465,Bengaluru,HSR Layout,16.716083,76.791035,4.0,4.9
2466,Bus Stop,School_2466,Pune,Hinjewadi,13.139503,74.135147,5.56,5.0
2467,Hospital,Restaurant_2467,Hyderabad,Miyapur,16.511601,76.614743,8.54,3.6
2468,Hospital,School_2468,Mumbai,Andheri,17.189236,72.705995,9.21,3.9
2469,Park,Park_2469,Hyderabad,Jubilee Hills,14.774047,75.71302,2.66,4.8
2470,School,Hospital_2470,Chennai,Adyar,16.347457,74.559826,6.04,3.3
2471,Metro,Metro_2471,Chennai,Velachery,13.152105,72.269661,3.21,3.0
2472,School,Airport_2472,Bengaluru,HSR Layout,14.47768,79.169563,6.1,3.4
2473,Hospital,Airport_2473,Pune,Wakad,18.5547,77.842986,8.07,3.2
2474,Park,Hospital_2474,Hyderabad,Gachibowli,18.243849,76.539656,6.28,3.9
2475,Metro,Bus Stop_2475,Mumbai,Andheri,18.151213,78.364859,5.84,3.5
2476,Bus Stop,Bus Stop_2476,Chennai,Anna Nagar,18.233601,76.380471,3.23,4.5
2477,Restaurant,School_2477,Bengaluru,Indiranagar,12.574086,73.357323,4.2,3.3
2478,Park,Metro_2478,Pune,Wakad,18.397627,78.629634,0.58,3.0
2479,Restaurant,Airport_2479,Pune,Wakad,12.716859,74.61233,9.33,4.0
2480,Mall,College_2480,Pune,Kharadi,13.95811,79.974219,4.01,3.9
2481,Hospital,Mall_2481,Pune,Hinjewadi,16.993351,72.279767,6.64,3.7
2482,Hospital,Metro_2482,Chennai,Velachery,17.387646,79.496512,7.88,3.7
2483,Restaurant,College_2483,Pune,Wakad,12.128542,79.099144,8.99,4.1
2484,Hospital,Park_2484,Pune,Baner,14.477827,74.228367,4.99,4.6
2485,Airport,Bus Stop_2485,Pune,Baner,17.440421,77.498674,3.87,4.7
2486,School,Restaurant_2486,Hyderabad,Madhapur,16.990516,78.275476,6.13,3.8
2487,Bus Stop,Restaurant_2487,Mumbai,Bandra,16.453312,77.099649,5.95,3.7
2488,Metro,School_2488,Hyderabad,Miyapur,12.839336,72.521341,8.12,4.3
2489,Metro,Bus Stop_2489,Bengaluru,Indiranagar,14.274413,74.425464,0.55,4.1
2490,Park,Park_2490,Chennai,Velachery,14.998884,79.335205,4.3,4.1
2491,Park,College_2491,Chennai,Anna Nagar,17.663152,75.544048,2.21,4.1
2492,College,Hospital_2492,Bengaluru,HSR Layout,16.230689,77.926288,7.13,4.6
2493,College,College_2493,Hyderabad,Banjara Hills,15.424606,78.491284,4.84,4.7
2494,Hospital,Airport_2494,Mumbai,Andheri,16.89572,76.20673,3.9,4.8
2495,Bus Stop,School_2495,Mumbai,Thane,13.515726,74.954341,0.87,3.4
2496,Airport,Park_2496,Bengaluru,HSR Layout,17.045682,77.308712,0.32,4.7
2497,College,Airport_2497,Hyderabad,Kondapur,14.265092,76.67139,8.22,3.4
2498,Restaurant,Hospital_2498,Hyderabad,Banjara Hills,15.997763,79.634558,2.17,3.0
2499,Park,School_2499,Bengaluru,Whitefield,16.671026,77.452733,5.93,3.9
2500,Hospital,Metro_2500,Chennai,Velachery,15.001104,75.034643,4.74,4.5
2501,Airport,Metro_2501,Pune,Baner,14.967279,79.564356,8.19,3.6
2502,Bus Stop,School_2502,Pune,Kharadi,14.419276,79.502385,6.0,4.6
2503,Mall,Airport_2503,Bengaluru,Electronic City,13.191023,74.859641,9.43,3.7
2504,College,College_2504,Bengaluru,Electronic City,14.19073,78.343648,0.73,4.5
2505,Restaurant,Park_2505,Pune,Baner,16.80593,75.002284,6.44,3.8
2506,Airport,Metro_2506,Bengaluru,HSR Layout,18.332019,78.211888,9.44,4.3
2507,Bus Stop,Metro_2507,Pune,Kharadi,18.44427,77.2232,6.7,3.1
2508,Bus Stop,School_2508,Bengaluru,Indiranagar,12.47573,75.803179,1.46,4.0
2509,College,Park_2509,Mumbai,Powai,15.834757,73.638808,0.98,4.2
2510,College,Metro_2510,Chennai,Anna Nagar,17.150043,73.992616,8.4,4.8
2511,School,Restaurant_2511,Pune,Kharadi,15.295404,77.496519,9.75,3.9
2512,School,Restaurant_2512,Pune,Baner,14.431044,77.08533,7.39,3.6
2513,School,Metro_2513,Chennai,Anna Nagar,13.35464,73.029648,5.82,4.2
2514,Mall,Restaurant_2514,Bengaluru,Electronic City,17.871714,73.96618,2.22,3.7
2515,School,Restaurant_2515,Pune,Kharadi,12.777366,76.613365,1.37,3.8
2516,Park,Bus Stop_2516,Pune,Wakad,12.370294,78.050404,3.9,4.4
2517,Metro,Hospital_2517,Pune,Kharadi,15.357159,73.041875,8.09,3.7
2518,School,Restaurant_2518,Mumbai,Andheri,17.202229,78.053761,6.86,4.2
2519,Mall,Bus Stop_2519,Hyderabad,Banjara Hills,15.30677,72.756581,8.49,4.3
2520,Hospital,Park_2520,Pune,Wakad,14.961672,76.970497,2.11,3.3
2521,Bus Stop,School_2521,Hyderabad,Banjara Hills,16.071059,78.759653,7.45,3.6
2522,Restaurant,Hospital_2522,Chennai,OMR,13.566509,78.151654,1.91,4.6
2523,College,College_2523,Pune,Hinjewadi,17.527555,79.995404,1.79,4.6
2524,School,Metro_2524,Chennai,Anna Nagar,18.531843,76.719865,6.32,3.8
2525,Restaurant,Airport_2525,Mumbai,Andheri,13.84715,76.548001,5.42,4.6
2526,School,Hospital_2526,Mumbai,Bandra,12.959303,72.238479,4.15,4.9
2527,Metro,Mall_2527,Chennai,Velachery,13.499203,72.603283,8.11,3.4
2528,Mall,College_2528,Pune,Hinjewadi,17.342472,79.397803,8.73,4.0
2529,Park,Mall_2529,Mumbai,Thane,14.071046,77.929574,7.3,3.6
2530,College,School_2530,Hyderabad,Jubilee Hills,14.486439,72.976751,3.32,5.0
2531,Metro,College_2531,Mumbai,Powai,14.324018,75.909554,6.81,4.6
2532,Metro,College_2532,Hyderabad,Gachibowli,14.866653,76.43905,7.11,4.9
2533,Mall,Mall_2533,Hyderabad,Miyapur,18.875349,74.022723,1.34,3.8
2534,Metro,Restaurant_2534,Hyderabad,Madhapur,14.621282,79.260874,2.64,3.2
2535,Hospital,College_2535,Chennai,Velachery,16.967701,73.525608,6.01,3.1
2536,Metro,Metro_2536,Mumbai,Bandra,14.502776,79.886607,0.99,4.9
2537,College,College_2537,Mumbai,Powai,17.56431,76.268987,3.13,3.6
2538,College,Mall_2538,Pune,Wakad,12.062406,79.51436,7.9,4.9
2539,School,Hospital_2539,Mumbai,Andheri,14.848041,77.827563,3.2,3.6
2540,Metro,Hospital_2540,Hyderabad,Miyapur,13.875305,74.242885,3.78,4.8
2541,School,Metro_2541,Chennai,Adyar,14.968666,74.214709,1.48,4.0
2542,Bus Stop,Mall_2542,Chennai,Anna Nagar,17.655569,73.444579,4.25,3.7
2543,School,Hospital_2543,Hyderabad,Banjara Hills,13.479404,78.061202,3.39,4.7
2544,Bus Stop,Hospital_2544,Bengaluru,Electronic City,14.477157,77.517759,1.98,4.4
2545,School,College_2545,Hyderabad,Banjara Hills,16.386134,77.229192,8.76,4.5
2546,College,Mall_2546,Hyderabad,Kondapur,13.610792,78.326415,0.48,3.2
2547,Hospital,Bus Stop_2547,Pune,Wakad,15.387545,73.326823,9.86,3.7
2548,College,College_2548,Chennai,Anna Nagar,15.072761,72.885756,8.93,3.0
2549,College,Airport_2549,Mumbai,Bandra,18.792304,73.46753,7.23,3.2
2550,Bus Stop,Mall_2550,Hyderabad,Kukatpally,14.527862,74.479983,1.27,4.6
2551,Park,Restaurant_2551,Pune,Kharadi,13.978892,77.335791,2.09,5.0
2552,Metro,Restaurant_2552,Chennai,Adyar,15.792669,72.13392,9.49,3.5
2553,Airport,School_2553,Mumbai,Powai,17.307297,79.659418,8.87,4.8
2554,Mall,Bus Stop_2554,Hyderabad,Banjara Hills,12.744096,72.015882,1.83,4.6
2555,School,Bus Stop_2555,Chennai,Anna Nagar,18.23138,76.739792,6.33,3.5
2556,Restaurant,School_2556,Hyderabad,Gachibowli,12.552242,75.036856,6.66,4.5
2557,Airport,Airport_2557,Pune,Kharadi,16.260753,72.428606,4.95,4.4
2558,Restaurant,Hospital_2558,Hyderabad,Gachibowli,16.183135,73.86975,1.83,4.7
2559,Mall,Restaurant_2559,Mumbai,Andheri,13.880516,76.910433,2.53,3.2
2560,Park,School_2560,Bengaluru,Whitefield,17.915642,73.42749,2.17,3.1
2561,Hospital,Hospital_2561,Mumbai,Thane,13.92678,77.080132,7.18,4.0
2562,Metro,School_2562,Pune,Kharadi,16.870922,74.565003,7.92,4.1
2563,Park,Restaurant_2563,Chennai,Velachery,14.925171,78.703061,4.66,4.1
2564,Park,College_2564,Chennai,OMR,12.763112,75.546503,5.77,3.4
2565,Metro,College_2565,Hyderabad,Miyapur,16.633122,76.063851,8.0,3.9
2566,Mall,School_2566,Mumbai,Powai,18.568081,72.037205,4.63,3.2
2567,Bus Stop,Mall_2567,Hyderabad,Banjara Hills,17.350119,75.732291,2.3,3.4
2568,College,Airport_2568,Pune,Kharadi,12.826131,72.196702,7.07,4.1
2569,Bus Stop,Metro_2569,Hyderabad,Kukatpally,15.722353,76.626044,0.49,4.0
2570,Airport,College_2570,Chennai,Adyar,13.576097,78.558899,6.85,3.7
2571,Bus Stop,Mall_2571,Hyderabad,Kukatpally,14.869024,75.872604,7.96,4.8
2572,Mall,School_2572,Bengaluru,Indiranagar,13.693682,75.779017,4.48,3.8
2573,Hospital,Park_2573,Bengaluru,HSR Layout,14.873907,79.905329,1.02,4.4
2574,Restaurant,Mall_2574,Hyderabad,Banjara Hills,12.980398,76.639645,5.31,4.8
2575,Bus Stop,Airport_2575,Chennai,Anna Nagar,18.521585,78.721668,3.3,4.6
2576,Restaurant,Metro_2576,Pune,Hinjewadi,12.026563,73.741505,2.43,4.5
2577,Metro,Hospital_2577,Hyderabad,Kukatpally,13.865954,79.469724,8.88,4.6
2578,College,Restaurant_2578,Bengaluru,Indiranagar,18.158522,77.029404,4.06,3.2
2579,Mall,Park_2579,Pune,Kharadi,14.026033,77.660031,7.79,3.4
2580,Restaurant,Bus Stop_2580,Mumbai,Powai,12.947225,79.822502,8.96,4.4
2581,Bus Stop,Restaurant_2581,Pune,Baner,13.210843,72.992959,7.01,3.3
2582,College,College_2582,Chennai,Anna Nagar,15.548103,77.249269,3.53,3.4
2583,Metro,Park_2583,Hyderabad,Kondapur,13.324226,72.079614,1.49,5.0
2584,Park,Hospital_2584,Pune,Hinjewadi,14.982323,79.604744,7.12,5.0
2585,College,Mall_2585,Chennai,Velachery,14.195226,76.063219,0.54,3.3
2586,Metro,Hospital_2586,Pune,Hinjewadi,18.133511,74.977338,6.57,4.7
2587,Hospital,Metro_2587,Mumbai,Thane,16.394061,78.327639,2.26,3.9
2588,College,Hospital_2588,Pune,Hinjewadi,13.818397,73.287275,9.8,4.9
2589,College,Mall_2589,Hyderabad,Gachibowli,18.460197,78.509209,7.15,3.9
2590,Airport,Metro_2590,Chennai,Anna Nagar,15.32208,75.470535,3.15,3.5
2591,College,Hospital_2591,Chennai,Velachery,18.631468,77.938839,0.59,4.8
2592,School,Metro_2592,Bengaluru,Whitefield,13.255744,74.673979,7.11,4.5
2593,Restaurant,Mall_2593,Bengaluru,HSR Layout,14.926089,74.293758,8.34,4.0
2594,College,Airport_2594,Chennai,OMR,14.285808,72.455872,0.86,3.1
2595,Bus Stop,Airport_2595,Mumbai,Powai,14.804565,75.045805,5.33,3.7
2596,Hospital,Airport_2596,Chennai,OMR,18.440037,75.902325,0.14,3.9
2597,College,Mall_2597,Pune,Wakad,15.482966,77.334159,3.27,3.2
2598,School,Metro_2598,Pune,Baner,16.964307,79.260012,3.58,4.4
2599,Hospital,Airport_2599,Hyderabad,Miyapur,13.423471,76.782318,4.34,3.4
2600,Restaurant,School_2600,Bengaluru,Indiranagar,13.84678,77.223967,5.24,4.4
2601,College,Mall_2601,Pune,Hinjewadi,14.270268,73.790958,6.58,4.6
2602,Hospital,Bus Stop_2602,Chennai,Adyar,13.423983,73.094994,8.37,3.9
2603,Metro,Bus Stop_2603,Mumbai,Powai,13.257396,77.767274,1.32,4.6
2604,School,School_2604,Hyderabad,Madhapur,13.011489,77.858583,6.42,3.4
2605,Mall,Metro_2605,Hyderabad,Banjara Hills,15.105887,75.422662,2.84,3.4
2606,College,Bus Stop_2606,Chennai,Adyar,14.931642,76.780748,0.83,4.3
2607,School,Metro_2607,Bengaluru,HSR Layout,13.454629,75.866264,2.5,3.0
2608,School,Park_2608,Mumbai,Powai,14.558415,73.938363,2.68,4.0
2609,Restaurant,School_2609,Bengaluru,Whitefield,13.889148,73.765557,8.94,4.7
2610,Mall,Restaurant_2610,Chennai,Velachery,17.570154,75.60043,1.89,3.1
2611,Mall,College_2611,Bengaluru,Indiranagar,13.643269,75.071106,4.69,3.8
2612,Airport,Airport_2612,Bengaluru,Whitefield,18.178958,76.968477,5.09,3.8
2613,Park,Mall_2613,Bengaluru,Electronic City,15.209227,72.364216,3.13,3.8
2614,School,Park_2614,Hyderabad,Jubilee Hills,14.35107,76.826078,4.1,3.9
2615,Mall,Park_2615,Bengaluru,HSR Layout,17.103236,78.370553,9.36,4.3
2616,Mall,School_2616,Pune,Baner,14.154659,73.523555,8.86,3.4
2617,School,Mall_2617,Pune,Hinjewadi,18.488093,72.278763,8.29,3.2
2618,Hospital,School_2618,Hyderabad,Banjara Hills,15.028708,76.05163,0.16,3.3
2619,Hospital,Mall_2619,Pune,Baner,13.890254,73.363839,9.97,3.1
2620,Bus Stop,Hospital_2620,Mumbai,Bandra,12.267818,73.218968,4.59,3.3
2621,Mall,Hospital_2621,Pune,Hinjewadi,14.468432,76.233703,0.28,4.1
2622,Airport,Restaurant_2622,Chennai,Velachery,15.021472,75.349113,8.8,3.9
2623,School,Hospital_2623,Hyderabad,Kondapur,14.151332,73.315377,5.49,4.1
2624,College,Mall_2624,Hyderabad,Gachibowli,17.348132,72.023688,0.63,4.8
2625,School,Metro_2625,Chennai,OMR,18.115494,77.555939,4.14,3.0
2626,Bus Stop,Restaurant_2626,Mumbai,Bandra,14.022562,77.085733,2.61,4.6
2627,School,Airport_2627,Bengaluru,Indiranagar,13.773644,73.068148,9.55,4.3
2628,Mall,School_2628,Hyderabad,Jubilee Hills,13.480618,72.801096,6.46,3.8
2629,School,Mall_2629,Mumbai,Thane,14.671927,73.79526,8.83,4.4
2630,Metro,Bus Stop_2630,Hyderabad,Kondapur,14.127999,76.524362,1.42,3.5
2631,Park,Hospital_2631,Bengaluru,Whitefield,18.963559,75.195611,0.42,3.2
2632,College,School_2632,Bengaluru,Electronic City,16.064538,75.000138,2.09,3.4
2633,Bus Stop,College_2633,Bengaluru,Whitefield,13.55688,72.33663,7.53,3.7
2634,Hospital,College_2634,Bengaluru,HSR Layout,12.670775,73.451883,3.4,4.6
2635,School,Restaurant_2635,Pune,Baner,18.895565,79.394178,6.09,4.8
2636,College,Bus Stop_2636,Bengaluru,Whitefield,15.994072,72.855148,5.48,3.9
2637,Hospital,Hospital_2637,Chennai,Anna Nagar,17.272135,75.860707,0.67,3.9
2638,School,School_2638,Hyderabad,Kondapur,17.79362,77.895177,0.32,4.3
2639,School,Mall_2639,Hyderabad,Banjara Hills,18.655868,72.585144,9.86,3.2
2640,School,Airport_2640,Bengaluru,Electronic City,16.791077,76.013068,1.77,4.3
2641,Metro,School_2641,Hyderabad,Kukatpally,12.510533,74.391112,0.83,5.0
2642,Park,Hospital_2642,Bengaluru,Indiranagar,14.990359,78.519207,8.75,3.0
2643,Airport,College_2643,Hyderabad,Gachibowli,12.328813,79.618199,0.88,5.0
2644,Park,College_2644,Mumbai,Thane,18.414843,74.368354,7.96,4.4
2645,Hospital,Park_2645,Chennai,Adyar,14.985215,72.003629,4.36,3.2
2646,Bus Stop,Metro_2646,Chennai,Velachery,17.039165,79.896956,2.25,3.5
2647,Park,Metro_2647,Bengaluru,Indiranagar,14.478126,79.611464,0.33,3.1
2648,Metro,Bus Stop_2648,Chennai,Anna Nagar,17.047605,73.953288,0.45,3.6
2649,Airport,School_2649,Mumbai,Powai,14.694277,74.846206,2.33,5.0
2650,Mall,Park_2650,Hyderabad,Kondapur,17.313151,76.092885,8.13,3.3
2651,College,Restaurant_2651,Mumbai,Andheri,17.592512,76.115663,7.85,3.6
2652,Mall,College_2652,Mumbai,Bandra,13.926973,72.526237,5.11,4.5
2653,Hospital,Metro_2653,Pune,Kharadi,17.018376,75.437246,0.3,3.4
2654,School,School_2654,Chennai,Anna Nagar,18.439501,79.093089,6.19,3.7
2655,College,School_2655,Bengaluru,HSR Layout,16.680513,72.522999,3.78,4.8
2656,Mall,School_2656,Mumbai,Andheri,16.334084,76.170795,6.44,4.3
2657,Airport,Park_2657,Mumbai,Thane,12.64946,79.339099,7.38,4.4
2658,School,Metro_2658,Chennai,Velachery,12.37331,77.918726,1.5,3.4
2659,School,Restaurant_2659,Hyderabad,Kondapur,18.731735,74.181429,6.41,4.3
2660,Metro,Metro_2660,Chennai,Adyar,14.848754,72.923862,1.3,3.6
2661,School,Park_2661,Hyderabad,Jubilee Hills,16.912246,78.314807,9.62,4.0
2662,School,School_2662,Chennai,Anna Nagar,17.866413,73.578898,2.16,4.9
2663,College,Airport_2663,Mumbai,Thane,16.58741,77.72807,8.41,3.3
2664,Restaurant,College_2664,Pune,Kharadi,12.049379,77.790211,9.2,3.9
2665,Hospital,Park_2665,Chennai,Anna Nagar,15.671878,72.450435,0.57,3.4
2666,School,College_2666,Bengaluru,Whitefield,12.328206,77.570514,9.17,3.4
2667,School,Mall_2667,Bengaluru,Whitefield,18.577445,77.032419,3.4,3.8
2668,Metro,Park_2668,Hyderabad,Madhapur,15.053807,73.583656,9.53,4.1
2669,Mall,College_2669,Chennai,Velachery,14.433356,75.117504,1.24,4.3
2670,Bus Stop,Hospital_2670,Mumbai,Andheri,18.35563,77.129981,7.13,4.5
2671,College,Metro_2671,Hyderabad,Jubilee Hills,14.587998,74.74036,5.8,3.3
2672,Mall,Airport_2672,Mumbai,Thane,15.221358,79.304331,2.67,4.5
2673,Restaurant,Hospital_2673,Hyderabad,Kukatpally,17.786966,78.929185,2.03,4.2
2674,Park,Mall_2674,Mumbai,Andheri,13.518568,76.405004,9.0,4.9
2675,Mall,Metro_2675,Hyderabad,Madhapur,16.208288,79.968671,8.78,3.8
2676,Airport,Restaurant_2676,Pune,Wakad,14.060016,74.698036,0.66,3.7
2677,Hospital,Hospital_2677,Chennai,Velachery,14.059198,79.003681,2.37,3.2
2678,Mall,Hospital_2678,Hyderabad,Madhapur,15.944584,74.896072,3.68,3.5
2679,School,Bus Stop_2679,Bengaluru,HSR Layout,15.744212,74.33679,7.64,4.2
2680,Metro,Bus Stop_2680,Chennai,Velachery,12.424728,77.646944,1.89,4.7
2681,Metro,Restaurant_2681,Pune,Kharadi,17.322873,73.108651,9.51,4.7
2682,College,Park_2682,Mumbai,Bandra,13.950978,74.245049,5.46,3.2
2683,College,Bus Stop_2683,Hyderabad,Madhapur,13.187909,73.72341,3.31,3.9
2684,Airport,Airport_2684,Pune,Wakad,14.791117,79.351168,6.06,3.6
2685,Hospital,Airport_2685,Chennai,OMR,16.50778,75.763024,9.47,4.6
2686,College,Mall_2686,Chennai,OMR,14.498709,79.930682,7.96,3.8
2687,Park,Airport_2687,Pune,Baner,12.68907,75.927231,6.09,4.1
2688,School,Metro_2688,Mumbai,Andheri,17.632621,75.307042,2.41,4.1
2689,Park,Mall_2689,Pune,Wakad,18.112065,73.510469,2.83,4.6
2690,Park,College_2690,Pune,Wakad,13.221466,73.162574,9.08,3.8
2691,School,College_2691,Pune,Kharadi,15.403397,72.847508,4.61,4.7
2692,Bus Stop,School_2692,Pune,Baner,12.912233,79.818352,2.92,4.8
2693,College,Mall_2693,Chennai,Velachery,18.371787,79.932768,9.29,4.4
2694,Metro,Mall_2694,Chennai,Velachery,14.810097,72.099777,3.31,3.3
2695,College,School_2695,Bengaluru,Whitefield,17.138266,78.937643,6.47,4.5
2696,College,Bus Stop_2696,Mumbai,Powai,13.208586,77.725825,5.34,4.7
2697,Bus Stop,School_2697,Hyderabad,Banjara Hills,16.101337,78.067126,5.78,4.0
2698,College,Park_2698,Mumbai,Powai,17.278554,75.511932,6.08,3.7
2699,Restaurant,Hospital_2699,Hyderabad,Kondapur,14.605535,78.035036,9.6,5.0
2700,Mall,Restaurant_2700,Bengaluru,HSR Layout,17.960271,75.753959,9.76,4.0
2701,Park,Mall_2701,Chennai,OMR,17.371272,72.272084,9.73,3.6
2702,Hospital,Restaurant_2702,Hyderabad,Jubilee Hills,12.945709,73.91905,4.08,4.8
2703,Airport,School_2703,Mumbai,Bandra,14.11363,76.229946,4.16,4.3
2704,Hospital,Metro_2704,Mumbai,Thane,17.109331,72.083921,6.51,4.9
2705,Restaurant,Bus Stop_2705,Hyderabad,Miyapur,18.431316,72.815088,3.57,4.0
2706,School,Metro_2706,Hyderabad,Kondapur,16.206254,73.259519,4.96,4.5
2707,Mall,Metro_2707,Pune,Hinjewadi,18.983384,74.616862,8.38,4.6
2708,Bus Stop,Airport_2708,Bengaluru,Electronic City,18.536936,75.290486,7.02,3.8
2709,Airport,Mall_2709,Hyderabad,Miyapur,12.463666,77.84635,8.86,4.6
2710,Airport,Restaurant_2710,Hyderabad,Gachibowli,13.636877,76.158784,3.59,3.2
2711,Hospital,College_2711,Mumbai,Bandra,14.147219,77.170569,9.8,3.7
2712,Restaurant,Restaurant_2712,Pune,Hinjewadi,13.919004,77.936857,7.18,3.4
2713,Hospital,Restaurant_2713,Mumbai,Thane,16.690365,77.336581,9.17,4.8
2714,Mall,Restaurant_2714,Chennai,Adyar,14.555108,73.04045,9.36,3.3
2715,Hospital,School_2715,Chennai,OMR,13.318501,72.783753,2.71,3.9
2716,Airport,Mall_2716,Pune,Hinjewadi,13.791388,78.297876,8.35,4.5
2717,Metro,School_2717,Hyderabad,Gachibowli,14.125829,74.522014,0.17,4.1
2718,Mall,Airport_2718,Bengaluru,Whitefield,15.054684,73.156694,9.69,4.3
2719,Metro,College_2719,Bengaluru,HSR Layout,18.453545,79.497671,6.64,3.1
2720,College,Restaurant_2720,Mumbai,Thane,12.258345,75.505181,7.53,4.0
2721,College,Restaurant_2721,Pune,Wakad,12.590237,75.184401,1.13,3.3
2722,Mall,Airport_2722,Bengaluru,Whitefield,14.875927,72.499584,6.62,4.4
2723,School,Hospital_2723,Bengaluru,Whitefield,15.293302,75.269038,8.04,3.1
2724,College,Metro_2724,Chennai,OMR,12.417849,79.863756,5.9,3.0
2725,Mall,College_2725,Mumbai,Thane,15.481607,79.873434,8.67,4.5
2726,Mall,Restaurant_2726,Hyderabad,Gachibowli,17.991195,72.450182,3.47,3.9
2727,Bus Stop,Hospital_2727,Pune,Hinjewadi,18.62264,77.927332,0.33,4.9
2728,Bus Stop,Park_2728,Pune,Hinjewadi,16.568896,73.109682,0.91,4.2
2729,Metro,Bus Stop_2729,Hyderabad,Kukatpally,15.603372,73.095856,6.77,3.2
2730,Mall,Mall_2730,Mumbai,Bandra,16.823695,77.783972,0.49,3.2
2731,College,Restaurant_2731,Pune,Kharadi,18.622234,74.322357,6.58,4.5
2732,College,Hospital_2732,Pune,Hinjewadi,14.42745,79.277458,0.94,3.3
2733,Hospital,Restaurant_2733,Chennai,Anna Nagar,15.9859,73.314185,1.86,4.2
2734,Airport,Restaurant_2734,Bengaluru,HSR Layout,16.248731,74.631131,9.3,4.7
2735,Hospital,School_2735,Mumbai,Thane,13.216102,77.537517,5.74,3.4
2736,Airport,Mall_2736,Bengaluru,Electronic City,15.84045,79.796469,6.93,4.6
2737,School,School_2737,Chennai,OMR,15.555738,72.131782,3.5,4.9
2738,Metro,Park_2738,Bengaluru,HSR Layout,13.200652,77.259828,7.13,3.7
2739,Park,College_2739,Hyderabad,Jubilee Hills,17.072085,78.979313,6.03,4.3
2740,Metro,Restaurant_2740,Hyderabad,Madhapur,18.853459,79.143373,7.96,4.7
2741,Bus Stop,Bus Stop_2741,Mumbai,Powai,17.818503,73.640118,9.52,3.0
2742,College,College_2742,Mumbai,Bandra,17.199372,77.104377,6.0,3.6
