Property_ID,City,Locality,Latitude,Longitude,Property_Type,Area_sqft,Bedrooms,Bathrooms,Floor,Parking,Furnishing,Age,Investment_Score,Risk_Score,Price_INR
593,Chennai,OMR,13.963866,78.962118,Apartment,2421,5,4,16,No,Semi,22,62,4,34813980
594,Hyderabad,Madhapur,13.148122,74.015748,Independent House,1602,5,4,25,Yes,Fully,15,88,47,13427964
595,Hyderabad,Kondapur,17.067755,77.74823,Independent House,2797,5,4,9,No,Unfurnished,13,75,89,12773899
596,Bengaluru,Electronic City,14.861453,75.95154,Villa,827,1,1,20,Yes,Unfurnished,18,58,70,6200019
597,Hyderabad,Kondapur,17.061146,74.267362,Plot,1959,3,2,19,Yes,Unfurnished,22,61,28,8517732
598,Chennai,Velachery,16.787842,73.773621,Plot,4100,4,3,25,Yes,Unfurnished,4,91,16,36649900
599,Pune,Hinjewadi,18.934529,75.447459,Independent House,3709,5,4,8,No,Unfurnished,28,87,2,32594692
600,Hyderabad,Gachibowli,14.622625,74.761805,Villa,692,1,1,16,Yes,Semi,1,59,40,5113188
601,Chennai,Adyar,13.26687,79.850335,Independent House,2661,1,1,1,No,Fully,8,69,62,28909104
602,Mumbai,Bandra,17.025291,77.595446,Plot,4112,2,1,17,No,Semi,14,83,23,32867216
603,Hyderabad,Kukatpally,14.974491,73.619908,Plot,3973,5,4,1,No,Semi,6,99,77,50178990
604,Bengaluru,HSR Layout,17.489992,76.726972,Villa,4607,1,1,14,Yes,Unfurnished,27,51,34,43218267
605,Chennai,OMR,12.954127,73.460511,Independent House,1341,1,1,9,Yes,Unfurnished,24,63,92,17993538
606,Bengaluru,HSR Layout,18.421478,79.065426,Apartment,4721,4,3,23,Yes,Fully,26,94,84,53441720
607,Pune,Baner,16.9882,72.03044,Apartment,4128,1,1,7,No,Semi,0,75,98,24920736
608,Pune,Hinjewadi,18.782578,74.795484,Independent House,3766,2,1,15,No,Unfurnished,13,65,53,55868610
609,Pune,Baner,14.228461,72.951277,Plot,4270,1,1,15,No,Fully,29,80,64,41000540
610,Pune,Wakad,15.876819,76.589624,Apartment,4333,2,1,16,Yes,Semi,26,99,42,60393354
611,Bengaluru,Whitefield,14.664252,75.605487,Apartment,4831,1,1,4,No,Fully,17,51,44,64117032
612,Chennai,Velachery,13.456679,73.459075,Villa,2542,5,4,7,Yes,Fully,6,65,29,18988740
613,Bengaluru,HSR Layout,12.63319,72.038794,Independent House,3351,1,1,1,No,Semi,6,98,79,31080525
614,Bengaluru,HSR Layout,12.718912,76.92576,Villa,3884,3,2,2,No,Fully,24,81,87,40323688
615,Chennai,Anna Nagar,13.260044,79.133181,Plot,2628,1,1,7,Yes,Semi,7,61,29,19066140
616,Chennai,Velachery,13.450019,76.295549,Villa,893,4,3,25,Yes,Fully,12,67,23,3887229
617,Bengaluru,HSR Layout,13.527534,73.792238,Independent House,4262,2,1,25,No,Semi,14,95,89,52469482
618,Pune,Kharadi,13.793282,78.425627,Apartment,3677,4,3,8,Yes,Unfurnished,26,87,34,37395090
619,Chennai,Anna Nagar,16.994421,76.392937,Villa,2403,4,3,9,No,Fully,0,78,73,25356456
620,Mumbai,Bandra,12.254648,78.293556,Villa,3583,2,1,21,No,Fully,28,90,77,30742140
621,Bengaluru,Whitefield,18.545709,76.727381,Independent House,776,1,1,9,No,Fully,14,97,51,5458384
622,Hyderabad,Miyapur,14.061793,74.47071,Villa,3297,2,1,3,No,Unfurnished,26,54,67,29745534
623,Chennai,OMR,18.657835,79.773274,Apartment,1238,4,3,14,Yes,Unfurnished,5,54,27,5566048
624,Bengaluru,Indiranagar,16.228418,75.810395,Plot,1065,5,4,16,Yes,Semi,2,60,63,7524225
625,Chennai,Adyar,17.161586,72.77883,Villa,2151,3,2,1,No,Fully,5,83,26,11750913
626,Chennai,Velachery,14.381103,73.577548,Independent House,1321,5,4,6,Yes,Fully,29,88,94,15450416
627,Mumbai,Thane,16.049634,75.286657,Plot,2092,4,3,25,No,Unfurnished,0,74,33,13357420
628,Pune,Baner,15.44812,74.35152,Plot,3626,5,4,1,No,Fully,28,75,37,25552422
629,Mumbai,Powai,15.499063,75.791313,Independent House,2231,2,1,1,Yes,Semi,2,72,14,14800454
630,Mumbai,Bandra,17.290852,75.894625,Apartment,2337,5,4,25,Yes,Semi,21,84,72,27198006
631,Mumbai,Powai,15.49678,72.985722,Plot,4651,3,2,18,No,Fully,30,97,3,39338158
632,Chennai,Adyar,14.449208,75.91336,Independent House,3087,4,3,25,No,Fully,30,88,15,28320138
633,Mumbai,Bandra,16.017588,76.944892,Independent House,4949,2,1,16,Yes,Semi,10,70,5,40849046
634,Chennai,Anna Nagar,14.343318,79.977668,Plot,2193,3,2,25,No,Unfurnished,30,71,86,13267650
635,Pune,Baner,18.554768,73.470558,Villa,3772,2,1,10,No,Fully,22,68,99,28704920
636,Mumbai,Andheri,12.502,77.831397,Villa,1904,2,1,0,No,Unfurnished,17,62,18,22151136
637,Chennai,OMR,18.756883,79.799231,Apartment,1448,2,1,20,Yes,Fully,14,88,43,17040064
638,Mumbai,Thane,17.621535,79.89563,Independent House,2598,1,1,14,No,Unfurnished,22,54,54,12873090
639,Bengaluru,Electronic City,16.416449,74.091522,Plot,1561,4,3,24,Yes,Semi,14,91,20,7633290
640,Pune,Kharadi,13.342071,76.617424,Independent House,4086,3,2,9,Yes,Unfurnished,9,56,15,36369486
641,Chennai,Anna Nagar,12.275138,75.865937,Apartment,742,5,4,17,Yes,Fully,2,64,56,5827668
642,Mumbai,Bandra,13.137297,78.158796,Independent House,2036,4,3,21,Yes,Unfurnished,20,83,65,25836840
643,Hyderabad,Gachibowli,12.738894,74.78233,Plot,613,2,1,25,No,Semi,0,60,2,6461020
644,Bengaluru,Indiranagar,13.868824,76.2165,Apartment,3433,1,1,0,Yes,Fully,3,82,27,26029006
645,Pune,Wakad,16.18264,72.740079,Plot,601,4,3,17,Yes,Semi,28,78,4,8849124
646,Chennai,OMR,17.16731,74.65089,Villa,2323,5,4,13,No,Unfurnished,26,89,55,27803987
647,Hyderabad,Jubilee Hills,17.262333,77.643605,Plot,3553,2,1,11,Yes,Fully,1,78,77,46526535
648,Chennai,Adyar,15.648083,77.036466,Villa,585,3,2,20,No,Unfurnished,25,83,17,8368425
649,Hyderabad,Banjara Hills,14.374811,73.856976,Plot,1021,4,3,16,Yes,Semi,15,73,29,14033645
650,Chennai,OMR,18.894605,75.523433,Plot,3515,5,4,14,Yes,Fully,23,65,70,24682330
651,Hyderabad,Gachibowli,17.807757,77.709553,Villa,2950,1,1,16,Yes,Semi,22,92,27,27125250
652,Bengaluru,Electronic City,15.697782,72.942181,Plot,4987,3,2,2,Yes,Fully,10,79,23,52119137
653,Chennai,Anna Nagar,12.636113,75.090924,Apartment,3278,3,2,1,Yes,Unfurnished,10,61,21,13905276
654,Chennai,Velachery,15.892212,74.605184,Plot,3188,5,4,2,Yes,Fully,2,64,69,14728560
655,Mumbai,Thane,12.520735,73.781271,Plot,2589,3,2,20,Yes,Fully,17,100,100,27979323
656,Pune,Wakad,17.582714,76.569866,Apartment,4121,3,2,4,No,Unfurnished,4,97,75,52085319
657,Hyderabad,Kondapur,12.407557,79.429873,Independent House,1821,1,1,15,No,Unfurnished,24,77,64,15261801
658,Bengaluru,HSR Layout,14.961413,73.429983,Plot,2512,4,3,11,Yes,Fully,22,70,42,12213344
659,Chennai,OMR,17.565731,75.45414,Plot,3040,4,3,4,Yes,Semi,30,60,52,15385440
660,Mumbai,Bandra,13.04146,75.829264,Villa,1387,5,4,24,Yes,Semi,29,79,19,12220857
661,Chennai,Adyar,17.043553,75.769964,Villa,2552,1,1,10,No,Fully,10,70,23,27030784
662,Bengaluru,Electronic City,13.740046,79.305973,Plot,3382,4,3,7,Yes,Semi,24,66,78,33955280
663,Bengaluru,HSR Layout,18.088513,75.142952,Apartment,3177,1,1,13,Yes,Semi,15,59,39,24875910
664,Chennai,Adyar,14.976725,73.580927,Independent House,1443,1,1,15,No,Fully,12,51,79,18901857
665,Chennai,OMR,18.963322,77.927479,Villa,2218,5,4,16,Yes,Fully,10,80,46,32351748
666,Hyderabad,Madhapur,18.982695,74.052452,Independent House,4877,3,2,14,Yes,Unfurnished,12,88,75,29783839
667,Chennai,Velachery,13.817519,72.17075,Independent House,790,3,2,5,No,Unfurnished,17,90,86,9868680
668,Bengaluru,Indiranagar,15.124832,72.850385,Independent House,1127,1,1,13,No,Fully,17,52,3,15400455
669,Bengaluru,HSR Layout,17.434652,76.159241,Apartment,4511,1,1,22,No,Semi,24,83,42,25234534
670,Bengaluru,Indiranagar,13.131195,74.301192,Villa,3343,5,4,5,Yes,Unfurnished,29,54,32,33480145
671,Hyderabad,Miyapur,18.351174,72.103743,Villa,665,5,4,2,Yes,Semi,1,70,25,9872590
672,Bengaluru,Electronic City,12.13989,78.098238,Apartment,4194,2,1,25,No,Fully,12,75,9,62180244
673,Mumbai,Bandra,15.319534,79.867109,Apartment,1014,4,3,21,Yes,Unfurnished,5,86,9,11604216
674,Pune,Kharadi,16.084762,75.405078,Apartment,2687,2,1,18,No,Fully,26,79,71,17363394
675,Chennai,OMR,13.408469,75.973645,Plot,2265,4,3,14,Yes,Unfurnished,9,89,39,11057730
676,Mumbai,Powai,13.570072,78.377931,Apartment,4184,2,1,9,Yes,Unfurnished,20,89,88,56797800
677,Mumbai,Thane,18.232326,73.998091,Plot,3291,4,3,13,No,Unfurnished,7,92,22,46768401
678,Mumbai,Bandra,15.40142,75.718383,Plot,776,4,3,6,No,Unfurnished,4,86,55,8805272
679,Mumbai,Thane,15.748835,76.774495,Plot,3999,3,2,3,Yes,Fully,22,52,35,58213443
680,Chennai,Adyar,16.242389,76.419854,Independent House,2066,5,4,12,No,Unfurnished,28,92,6,18094028
681,Mumbai,Powai,15.803711,76.779512,Apartment,2584,4,3,14,No,Unfurnished,22,75,26,36367216
682,Pune,Kharadi,14.472645,75.60417,Villa,2121,2,1,3,No,Unfurnished,1,84,1,28641984
683,Hyderabad,Kondapur,18.300015,73.383684,Plot,719,2,1,23,Yes,Fully,11,54,7,6423546
684,Hyderabad,Jubilee Hills,12.089091,77.556312,Plot,3957,4,3,19,No,Fully,0,87,97,51816915
685,Hyderabad,Jubilee Hills,12.402442,73.523142,Plot,1695,1,1,9,No,Semi,20,70,81,13868490
686,Bengaluru,Electronic City,16.833712,75.026462,Plot,948,1,1,21,No,Fully,14,93,62,10438428
687,Hyderabad,Miyapur,12.533329,78.137459,Apartment,3738,3,2,19,Yes,Fully,5,64,86,33051396
688,Mumbai,Powai,18.122901,77.250371,Villa,3136,3,2,8,No,Semi,11,100,25,45327744
689,Mumbai,Bandra,17.387367,79.553913,Plot,1903,3,2,7,Yes,Fully,0,88,94,9178169
690,Mumbai,Bandra,16.936313,77.706301,Villa,2890,1,1,25,Yes,Semi,18,95,40,26605340
691,Mumbai,Bandra,12.416812,79.594531,Apartment,957,3,2,22,Yes,Unfurnished,12,66,31,8546967
692,Hyderabad,Banjara Hills,14.268753,76.271778,Villa,1166,1,1,6,Yes,Unfurnished,19,100,63,12655764
693,Pune,Wakad,14.413519,79.933445,Plot,4733,5,4,25,No,Fully,16,94,23,66238335
694,Mumbai,Powai,15.097999,78.651061,Independent House,1534,1,1,11,Yes,Semi,27,50,11,17668612
695,Chennai,Anna Nagar,17.560716,75.017241,Independent House,4262,1,1,21,Yes,Fully,15,88,20,46916096
696,Hyderabad,Madhapur,12.404823,74.366386,Plot,3881,3,2,15,Yes,Semi,7,74,41,30221347
697,Bengaluru,Indiranagar,15.351508,72.205558,Villa,4460,3,2,17,Yes,Fully,6,89,41,61962780
698,Chennai,Adyar,15.319981,76.611518,Independent House,4513,4,3,25,Yes,Unfurnished,7,60,76,22555974
699,Hyderabad,Banjara Hills,14.66643,77.033018,Independent House,1972,2,1,7,No,Fully,29,70,80,19927060
700,Chennai,OMR,13.943069,76.388105,Villa,1999,2,1,12,Yes,Unfurnished,27,61,76,27490248
701,Bengaluru,Indiranagar,18.998412,79.698434,Plot,2719,2,1,11,Yes,Unfurnished,23,69,47,33544303
702,Hyderabad,Kondapur,13.998171,72.694715,Independent House,4017,5,4,6,No,Fully,15,74,94,33734766
703,Mumbai,Bandra,13.559176,74.946414,Apartment,770,5,4,11,Yes,Unfurnished,9,67,92,9203040
704,Pune,Wakad,15.254192,79.526836,Villa,1649,3,2,13,No,Unfurnished,29,59,65,18397893
705,Bengaluru,Whitefield,14.150861,77.259483,Villa,1034,4,3,19,Yes,Semi,11,70,41,8973052
706,Hyderabad,Gachibowli,12.89619,76.219771,Villa,2545,1,1,21,No,Fully,1,52,10,19634675
707,Chennai,Adyar,18.251998,77.178695,Villa,888,2,1,11,No,Fully,11,59,77,9284928
708,Chennai,Adyar,13.292015,79.948944,Independent House,4919,4,3,9,No,Unfurnished,29,68,74,62353244
709,Chennai,OMR,18.706679,74.373939,Plot,880,2,1,6,No,Unfurnished,27,91,29,10228240
710,Hyderabad,Banjara Hills,13.212911,75.957938,Plot,3351,1,1,17,Yes,Fully,29,66,4,13973670
711,Bengaluru,Whitefield,17.248399,78.40202,Villa,851,1,1,2,No,Fully,7,74,72,7560284
712,Chennai,OMR,18.221757,73.863931,Plot,1297,1,1,18,No,Unfurnished,23,71,53,17030907
713,Chennai,Anna Nagar,17.114485,75.132379,Plot,3951,1,1,11,No,Semi,2,69,13,42030738
714,Chennai,OMR,16.664319,72.216852,Independent House,2051,5,4,19,No,Unfurnished,6,75,87,29948702
715,Chennai,Velachery,14.969033,72.932996,Independent House,1040,3,2,8,Yes,Unfurnished,1,80,61,9747920
716,Bengaluru,Indiranagar,14.232105,72.091822,Villa,3280,1,1,11,No,Fully,16,75,21,37287040
717,Mumbai,Bandra,16.908921,77.571723,Villa,2433,1,1,9,No,Fully,9,94,16,15288972
718,Bengaluru,Whitefield,12.981171,74.231244,Apartment,4701,1,1,7,No,Unfurnished,16,81,34,20571576
719,Chennai,Velachery,18.483446,73.149676,Apartment,2049,4,3,6,Yes,Unfurnished,9,83,57,11089188
720,Chennai,Velachery,18.42174,79.539293,Plot,3878,4,3,22,Yes,Fully,28,59,85,20968346
721,Bengaluru,Indiranagar,14.842271,75.774268,Villa,4908,5,4,13,Yes,Semi,1,78,27,49448100
722,Chennai,Anna Nagar,13.416307,72.305596,Apartment,3652,5,4,6,No,Unfurnished,30,56,75,22050776
723,Mumbai,Andheri,17.142233,76.286504,Independent House,3039,1,1,0,Yes,Semi,8,94,81,31389831
724,Bengaluru,Whitefield,18.874895,72.590872,Apartment,549,2,1,17,No,Unfurnished,24,62,88,5019507
725,Mumbai,Thane,18.6492,72.648732,Villa,1466,1,1,12,Yes,Semi,12,96,90,8917678
726,Hyderabad,Miyapur,18.783749,75.283128,Apartment,3481,2,1,5,No,Unfurnished,26,72,59,18515439
727,Hyderabad,Banjara Hills,13.711192,74.003588,Villa,2988,2,1,2,No,Fully,28,64,17,36268344
728,Pune,Baner,16.853419,76.488665,Villa,1775,5,4,7,No,Fully,19,69,50,13990550
729,Bengaluru,Whitefield,14.064769,72.005419,Apartment,634,3,2,22,Yes,Fully,8,60,89,2542340
730,Chennai,Anna Nagar,12.715086,75.350617,Villa,1323,5,4,2,No,Semi,11,79,42,9358902
731,Pune,Baner,12.637245,75.195327,Apartment,1246,2,1,2,No,Semi,2,60,28,16730042
732,Hyderabad,Kondapur,12.127574,74.59195,Plot,510,1,1,15,Yes,Unfurnished,9,59,90,3002880
733,Hyderabad,Kukatpally,16.811513,73.653842,Apartment,2007,4,3,16,Yes,Unfurnished,10,61,68,11156913
734,Chennai,Velachery,13.321553,77.267663,Villa,1553,4,3,8,No,Unfurnished,13,76,49,20435927
735,Pune,Kharadi,12.121608,74.201691,Independent House,3274,2,1,1,No,Semi,9,100,97,39288000
736,Bengaluru,Indiranagar,18.113375,73.35039,Independent House,735,1,1,5,Yes,Unfurnished,21,98,64,7520520
737,Hyderabad,Kondapur,15.729796,74.005384,Independent House,2738,4,3,6,No,Unfurnished,1,96,7,19949068
738,Pune,Wakad,16.954757,76.134354,Apartment,3474,3,2,10,No,Fully,30,96,87,29025270
739,Mumbai,Andheri,13.245503,77.141359,Apartment,558,4,3,14,Yes,Semi,17,73,13,4374162
740,Chennai,Velachery,13.871948,76.728042,Villa,3000,4,3,8,Yes,Unfurnished,24,64,5,14208000
741,Mumbai,Andheri,17.848429,75.033959,Plot,1658,5,4,13,No,Semi,26,73,72,14097974
742,Chennai,Adyar,16.535595,74.764442,Plot,3890,4,3,25,No,Fully,30,55,95,42268740
743,Chennai,OMR,15.20128,72.10618,Plot,3863,2,1,13,No,Semi,9,66,41,38842465
744,Mumbai,Powai,15.752884,72.012437,Independent House,3818,3,2,0,Yes,Fully,26,61,62,22503292
745,Chennai,OMR,17.733531,77.570193,Plot,4976,1,1,14,No,Semi,15,69,68,37369760
746,Pune,Wakad,17.023472,76.591697,Apartment,1854,5,4,4,No,Semi,29,61,64,7899894
747,Hyderabad,Gachibowli,13.696548,74.421352,Plot,4753,1,1,3,Yes,Fully,13,85,18,68928006
748,Chennai,Anna Nagar,13.939704,79.703613,Independent House,3018,5,4,12,No,Fully,5,72,71,37721982
749,Pune,Kharadi,13.400635,78.914677,Independent House,3612,4,3,12,No,Fully,17,61,84,51669660
750,Chennai,Velachery,14.033034,74.1846,Independent House,1860,3,2,2,Yes,Fully,10,74,27,15847200
751,Bengaluru,Indiranagar,14.739896,76.333777,Plot,792,1,1,0,No,Fully,3,96,37,6327288
752,Bengaluru,HSR Layout,16.440922,72.539421,Villa,2681,1,1,12,No,Unfurnished,2,90,56,19919830
753,Hyderabad,Kukatpally,18.88197,72.770856,Plot,3818,5,4,3,Yes,Unfurnished,4,76,38,39218496
754,Hyderabad,Gachibowli,16.480605,72.582137,Independent House,1510,1,1,13,No,Unfurnished,19,79,32,12202310
755,Pune,Kharadi,12.772538,74.090403,Independent House,3265,3,2,18,Yes,Fully,4,60,31,32006795
756,Hyderabad,Jubilee Hills,13.561476,73.706618,Villa,4298,2,1,2,Yes,Unfurnished,11,97,75,56136178
757,Chennai,Velachery,18.976988,76.449382,Independent House,3317,4,3,8,No,Unfurnished,29,86,83,45379877
758,Mumbai,Powai,15.296508,79.427919,Plot,633,1,1,23,Yes,Unfurnished,20,92,16,3707481
759,Pune,Hinjewadi,18.973927,74.461452,Independent House,2901,1,1,23,Yes,Unfurnished,15,66,42,39137391
760,Mumbai,Andheri,16.021784,76.467692,Apartment,1543,5,4,4,Yes,Fully,25,85,56,14141595
761,Hyderabad,Banjara Hills,13.57534,75.628322,Villa,1591,4,3,4,No,Fully,16,71,3,6882666
762,Bengaluru,Whitefield,12.36665,77.490039,Independent House,2531,2,1,5,No,Semi,29,62,21,17567671
763,Hyderabad,Miyapur,17.358797,76.594391,Apartment,3860,3,2,3,Yes,Semi,6,94,47,28093080
764,Mumbai,Powai,12.732108,72.059928,Plot,3540,4,3,21,Yes,Semi,19,62,19,41343660
765,Pune,Wakad,17.097763,74.539152,Villa,4976,4,3,7,Yes,Semi,19,50,29,63657968
766,Mumbai,Thane,13.178296,72.322906,Plot,4466,4,3,17,No,Semi,9,61,28,65364376
767,Chennai,Anna Nagar,16.894289,77.483214,Villa,4522,4,3,14,Yes,Unfurnished,9,95,74,64497286
768,Chennai,OMR,16.397684,72.27031,Independent House,3108,1,1,21,No,Unfurnished,14,51,74,13696956
769,Bengaluru,Indiranagar,12.422763,73.231894,Villa,4658,2,1,6,Yes,Fully,16,85,45,62752576
770,Mumbai,Bandra,17.349678,75.166927,Apartment,1697,4,3,24,No,Unfurnished,4,84,26,11617662
771,Pune,Wakad,16.822715,72.47935,Apartment,2823,2,1,7,No,Unfurnished,1,89,30,13505232
772,Bengaluru,HSR Layout,16.61114,75.530397,Plot,4670,3,2,7,No,Unfurnished,20,94,79,27398890
773,Bengaluru,Whitefield,18.994977,73.034178,Villa,850,4,3,11,Yes,Semi,13,53,7,5271700
774,Pune,Baner,15.983179,74.563599,Independent House,1119,5,4,16,Yes,Unfurnished,8,87,100,9441003
775,Mumbai,Andheri,13.196315,73.468897,Plot,4753,4,3,5,Yes,Unfurnished,13,58,65,29083607
776,Chennai,Anna Nagar,16.20977,77.111653,Apartment,3058,1,1,14,Yes,Semi,22,84,89,13082124
777,Hyderabad,Jubilee Hills,18.119159,78.785765,Plot,1613,5,4,21,No,Fully,0,76,93,22390053
778,Chennai,Adyar,18.824431,73.46356,Apartment,1064,2,1,3,No,Unfurnished,26,79,57,8789704
779,Pune,Baner,18.084487,77.796298,Villa,3733,4,3,6,No,Fully,24,60,45,15200776
780,Bengaluru,Electronic City,18.911327,74.695759,Independent House,2033,4,3,22,No,Fully,28,64,78,22863118
781,Chennai,Anna Nagar,18.068957,76.375805,Plot,1250,2,1,10,Yes,Unfurnished,15,94,55,8787500
782,Mumbai,Thane,17.5679,74.603428,Plot,3289,2,1,12,No,Fully,8,100,1,20865416
783,Pune,Baner,14.56161,79.118091,Villa,4877,4,3,22,Yes,Fully,27,97,11,39435422
784,Chennai,Anna Nagar,15.593191,77.208465,Independent House,4666,4,3,16,Yes,Semi,27,79,31,60490024
785,Chennai,Adyar,16.632947,76.46026,Independent House,4733,4,3,3,Yes,Fully,25,50,15,43837046
786,Chennai,Anna Nagar,13.806636,77.564982,Independent House,4269,1,1,4,Yes,Fully,12,67,32,56009280
787,Chennai,Adyar,17.705908,77.144957,Independent House,4871,3,2,23,Yes,Unfurnished,5,65,87,47302281
788,Mumbai,Bandra,16.889219,75.455605,Plot,3723,4,3,17,Yes,Semi,8,87,60,33458601
789,Bengaluru,Indiranagar,16.249053,74.120703,Villa,4493,1,1,3,Yes,Unfurnished,28,62,39,40558311
790,Mumbai,Thane,18.026138,78.331849,Plot,3894,3,2,0,No,Semi,12,54,27,38760876
791,Pune,Hinjewadi,18.918708,75.334684,Villa,2320,1,1,7,No,Semi,15,63,51,18747920
792,Pune,Wakad,14.966716,76.02244,Plot,3920,5,4,19,Yes,Fully,0,57,83,38596320
793,Bengaluru,Whitefield,12.154828,77.707254,Apartment,884,5,4,16,No,Unfurnished,8,53,45,12941760
794,Chennai,OMR,16.37053,75.581684,Apartment,4457,2,1,2,No,Unfurnished,8,53,31,58324302
795,Bengaluru,Indiranagar,15.411906,74.362523,Plot,1936,1,1,5,No,Semi,11,71,82,12795024
796,Hyderabad,Kondapur,16.155509,77.401949,Independent House,4045,1,1,6,Yes,Semi,4,71,76,57483495
797,Mumbai,Bandra,17.787144,79.579729,Apartment,1911,2,1,2,Yes,Semi,15,77,32,24651900
798,Bengaluru,Electronic City,17.697453,74.465169,Independent House,2410,2,1,5,No,Unfurnished,26,79,11,11994570
799,Bengaluru,HSR Layout,14.722676,79.406193,Apartment,1152,1,1,5,No,Semi,19,73,57,14541696
800,Hyderabad,Kondapur,12.388719,75.355402,Apartment,3059,4,3,21,Yes,Semi,5,70,55,13903155
801,Mumbai,Bandra,17.282476,72.249221,Independent House,4992,3,2,6,No,Semi,29,61,100,20052864
802,Hyderabad,Miyapur,18.211974,74.405213,Villa,3187,1,1,13,Yes,Semi,1,68,72,20616703
803,Pune,Wakad,13.142201,77.04758,Villa,3313,3,2,19,No,Semi,16,61,4,35260259
804,Hyderabad,Kukatpally,15.091948,78.344397,Apartment,2329,5,4,24,No,Fully,16,86,53,33726249
805,Pune,Kharadi,15.460004,77.596487,Independent House,4812,3,2,8,No,Semi,16,58,6,50131416
806,Pune,Baner,17.87926,79.416703,Plot,4750,3,2,1,Yes,Fully,23,71,27,42731000
807,Bengaluru,Whitefield,12.147097,72.506176,Independent House,1900,5,4,17,No,Semi,27,51,6,9296700
808,Mumbai,Andheri,12.763578,75.771466,Villa,670,4,3,22,No,Semi,9,70,95,7406180
809,Mumbai,Thane,17.900524,79.15769,Plot,544,4,3,24,Yes,Semi,20,60,16,8026720
810,Hyderabad,Miyapur,17.271709,79.701431,Villa,1692,2,1,6,Yes,Fully,11,76,69,6854292
811,Mumbai,Bandra,16.645309,78.499662,Apartment,1403,4,3,23,Yes,Unfurnished,9,69,33,19101845
812,Hyderabad,Madhapur,17.050102,79.717882,Plot,1170,1,1,0,Yes,Unfurnished,4,77,76,14264640
813,Mumbai,Bandra,14.375222,78.919791,Apartment,923,3,2,21,Yes,Semi,4,77,39,11217219
814,Mumbai,Andheri,13.220199,78.446608,Plot,2256,1,1,18,Yes,Semi,15,93,73,14420352
815,Bengaluru,HSR Layout,13.607488,75.876486,Plot,4469,1,1,16,Yes,Semi,16,80,41,27046388
816,Mumbai,Thane,15.082185,75.104791,Villa,1826,1,1,7,Yes,Fully,10,82,61,22708136
817,Bengaluru,HSR Layout,12.238109,74.735413,Independent House,1836,3,2,13,No,Fully,17,90,10,14419944
818,Mumbai,Andheri,14.728515,73.370657,Villa,3252,5,4,0,No,Fully,1,94,22,18133152
819,Chennai,Velachery,13.472226,74.141916,Apartment,1275,4,3,5,Yes,Fully,17,73,12,5657175
820,Chennai,OMR,15.719664,75.302584,Plot,2558,4,3,9,No,Fully,10,82,54,10723136
821,Hyderabad,Gachibowli,17.55425,74.037504,Villa,1685,5,4,4,Yes,Fully,16,82,16,12487535
822,Bengaluru,Indiranagar,17.346489,72.980292,Plot,784,4,3,13,No,Fully,6,59,54,5669104
823,Chennai,OMR,17.952265,73.569709,Apartment,2378,3,2,23,No,Fully,18,57,74,16022964
824,Pune,Kharadi,14.33139,77.863003,Independent House,4901,4,3,9,Yes,Semi,17,57,29,23760048
825,Hyderabad,Jubilee Hills,15.332071,72.266925,Apartment,1011,5,4,21,Yes,Semi,9,88,37,11704347
826,Bengaluru,Whitefield,12.16817,77.334305,Villa,782,1,1,5,Yes,Semi,8,91,58,5610068
827,Mumbai,Bandra,12.760017,72.082051,Independent House,1369,4,3,24,No,Unfurnished,29,61,81,18335017
828,Chennai,OMR,17.854146,76.136727,Independent House,1778,3,2,25,Yes,Unfurnished,13,58,42,7526274
829,Chennai,Adyar,12.517886,73.912412,Plot,1472,5,4,12,No,Fully,13,83,100,16905920
830,Mumbai,Bandra,12.6577,72.832934,Apartment,4209,5,4,8,No,Unfurnished,13,91,12,53029191
831,Mumbai,Andheri,16.234408,78.358058,Plot,828,3,2,19,Yes,Unfurnished,29,97,86,11500092
832,Chennai,Velachery,18.293314,72.972584,Independent House,2183,1,1,16,Yes,Fully,29,95,84,13514953
833,Pune,Baner,18.61541,74.741767,Independent House,1456,2,1,24,Yes,Fully,20,53,100,11630528
834,Bengaluru,Electronic City,14.334402,74.589689,Apartment,1501,3,2,5,Yes,Semi,3,89,6,8585720
835,Pune,Hinjewadi,18.432773,78.327507,Apartment,4563,1,1,0,Yes,Fully,4,84,21,65565747
836,Hyderabad,Jubilee Hills,14.483579,76.740572,Plot,2454,2,1,22,No,Fully,3,98,81,28412412
837,Bengaluru,HSR Layout,13.525671,78.962862,Apartment,2774,3,2,6,No,Semi,0,88,16,17445686
838,Bengaluru,Electronic City,13.665682,78.590311,Independent House,1480,2,1,18,No,Fully,19,66,69,12397960
839,Hyderabad,Miyapur,12.260139,76.34084,Apartment,942,4,3,14,Yes,Unfurnished,5,61,18,6499800
840,Pune,Wakad,16.338425,75.722006,Villa,3121,5,4,22,No,Fully,9,100,23,46359334
841,Mumbai,Bandra,13.99485,76.336118,Independent House,2820,5,4,13,Yes,Unfurnished,14,97,9,23358060
842,Hyderabad,Miyapur,18.399877,76.947738,Independent House,758,3,2,16,No,Fully,30,71,23,7158552
843,Hyderabad,Kukatpally,15.678001,79.613921,Plot,4034,2,1,13,No,Unfurnished,14,80,88,22905052
844,Hyderabad,Miyapur,16.752801,72.685623,Plot,2986,4,3,15,Yes,Fully,4,69,42,21060258
845,Hyderabad,Banjara Hills,14.686244,79.731278,Plot,2880,3,2,22,Yes,Fully,25,100,15,40155840
