Recommendation_ID,User_Budget_INR,Preferred_BHK,Preferred_City,Preferred_Locality,Recommended_Property_ID,Recommended_Price_INR,Area_sqft,Recommendation_Score,Similarity_Score,Investment_Score
2545,18800000,4,Pune,Kharadi,7726,24000000,1380,71.02,94.16,57
2546,19100000,1,Mumbai,Andheri,1461,20800000,3851,98.05,75.0,70
2547,9800000,2,Hyderabad,Kukatpally,3180,21000000,2166,91.57,73.04,92
2548,8000000,2,Bengaluru,HSR Layout,5281,23000000,1213,79.97,81.63,77
2549,14600000,3,Hyderabad,Madhapur,8820,23100000,1700,94.28,81.27,67
2550,9300000,4,Bengaluru,HSR Layout,9395,15200000,845,97.04,80.92,67
2551,3300000,1,Chennai,OMR,8798,4200000,3515,94.63,93.29,90
2552,19500000,1,Chennai,OMR,8271,20500000,3443,75.13,78.79,82
2553,20000000,3,Chennai,OMR,2804,11100000,1880,95.61,75.52,94
2554,3000000,4,Bengaluru,Whitefield,6540,12100000,964,78.14,66.39,59
2555,19200000,2,Mumbai,Thane,57,15000000,3855,81.94,70.14,85
2556,9900000,4,Mumbai,Andheri,3746,17300000,3169,97.19,97.05,69
2557,12100000,3,Pune,Baner,2317,18800000,1075,96.36,66.74,87
2558,9500000,3,Bengaluru,Whitefield,9938,6900000,2699,89.85,71.06,92
2559,4900000,1,Hyderabad,Madhapur,5443,17200000,2698,87.07,90.56,88
2560,6600000,5,Hyderabad,Madhapur,4468,5000000,2299,98.76,74.16,79
2561,10500000,5,Hyderabad,Kukatpally,1140,17300000,1831,75.44,90.07,69
2562,19300000,2,Hyderabad,Madhapur,5912,19200000,2768,75.34,91.59,82
2563,9400000,4,Mumbai,Thane,1718,9700000,3132,76.65,73.85,61
2564,12000000,2,Pune,Wakad,3823,21200000,1806,92.55,97.84,73
2565,5700000,5,Chennai,OMR,2084,21800000,860,93.21,99.15,75
2566,12800000,3,Mumbai,Bandra,6015,23000000,3474,75.23,72.84,98
2567,19900000,3,Bengaluru,Electronic City,8117,16400000,2987,93.05,61.01,53
2568,15300000,4,Pune,Wakad,4964,22000000,3243,70.02,60.91,75
2569,7900000,3,Bengaluru,Whitefield,4245,15600000,3772,96.72,63.22,54
2570,14000000,4,Mumbai,Bandra,4177,9500000,1831,85.45,98.87,64
2571,15600000,5,Mumbai,Bandra,5221,23800000,3994,86.31,82.6,52
2572,5400000,4,Pune,Hinjewadi,5775,9300000,2232,97.5,99.71,90
2573,18600000,1,Mumbai,Powai,9119,7400000,2232,88.45,77.72,90
2574,12800000,3,Hyderabad,Madhapur,9154,21100000,3159,71.12,72.54,87
2575,6900000,5,Pune,Hinjewadi,2856,22400000,1668,93.16,81.94,99
2576,9400000,3,Hyderabad,Kukatpally,38,11400000,2913,93.08,65.86,84
2577,7200000,3,Mumbai,Powai,8518,18600000,3825,75.33,86.15,75
2578,14200000,2,Mumbai,Powai,2926,16500000,3366,97.5,63.0,82
2579,11000000,2,Pune,Kharadi,4668,15600000,3880,84.42,91.97,86
2580,10500000,4,Bengaluru,Indiranagar,7680,16200000,3479,88.05,92.57,58
2581,12800000,1,Mumbai,Bandra,3359,23900000,3266,80.17,79.06,69
2582,11700000,5,Hyderabad,Kondapur,2301,8700000,689,93.11,96.63,99
2583,14500000,5,Hyderabad,Gachibowli,6378,11500000,3223,85.79,75.61,79
2584,3000000,3,Bengaluru,Indiranagar,7548,18000000,829,70.69,94.9,91
2585,12000000,1,Chennai,Adyar,6544,23500000,2760,97.42,91.25,51
2586,6900000,4,Chennai,Adyar,6224,23900000,2490,81.57,72.13,61
2587,19300000,5,Bengaluru,Indiranagar,7342,10400000,3450,72.11,93.38,96
2588,6100000,2,Chennai,Anna Nagar,810,8000000,1421,94.28,76.67,99
2589,13200000,1,Pune,Hinjewadi,466,24400000,1327,85.92,81.74,69
2590,10300000,5,Pune,Baner,3150,13900000,2989,84.85,87.58,50
2591,15800000,5,Bengaluru,HSR Layout,6879,6700000,3835,81.41,70.71,100
2592,11900000,4,Mumbai,Bandra,1537,13900000,1694,76.63,79.08,61
2593,9100000,3,Mumbai,Powai,1982,16500000,1629,73.31,80.17,88
2594,16500000,5,Hyderabad,Kondapur,7651,8900000,2976,84.28,89.92,54
2595,15100000,1,Mumbai,Andheri,6466,9700000,1609,88.09,83.44,65
2596,6000000,1,Hyderabad,Madhapur,7823,11000000,1639,95.93,63.77,77
2597,19900000,2,Chennai,Anna Nagar,7541,7900000,1713,94.41,77.6,84
2598,6400000,5,Hyderabad,Kondapur,8736,6700000,2336,84.31,64.43,87
2599,19200000,2,Mumbai,Bandra,9215,8100000,3813,85.17,94.85,52
2600,4100000,1,Mumbai,Bandra,6445,5700000,1787,93.79,91.96,98
2601,17500000,4,Bengaluru,Indiranagar,2400,9700000,2800,74.69,85.32,78
2602,7800000,1,Bengaluru,Electronic City,8511,8900000,1381,99.67,87.27,68
2603,19000000,5,Bengaluru,Whitefield,5742,16100000,1039,89.25,99.89,87
2604,16400000,1,Mumbai,Powai,9042,24600000,1995,96.3,69.79,93
2605,5400000,3,Mumbai,Bandra,3471,17100000,2154,71.51,96.6,95
2606,7200000,2,Pune,Baner,9651,23600000,1874,80.23,74.74,85
2607,17400000,2,Pune,Wakad,9236,8000000,2979,89.22,73.39,82
2608,13800000,3,Chennai,Velachery,9285,6600000,1985,96.37,92.54,93
2609,8100000,2,Bengaluru,Electronic City,1142,4500000,3682,89.88,94.25,81
2610,17100000,5,Hyderabad,Gachibowli,1343,11000000,969,84.28,74.81,96
2611,9300000,4,Hyderabad,Gachibowli,3857,16200000,2373,83.9,91.03,62
2612,14500000,1,Chennai,Velachery,7443,9500000,958,83.26,89.92,57
2613,17700000,2,Bengaluru,Electronic City,6283,14400000,1605,70.65,80.5,60
2614,7600000,4,Mumbai,Andheri,4192,4900000,2499,94.44,100.0,75
2615,19100000,3,Pune,Hinjewadi,8468,24100000,2594,94.36,86.82,80
2616,5900000,5,Pune,Wakad,8331,13800000,1818,95.09,60.63,78
2617,8200000,3,Chennai,Adyar,3645,16600000,949,98.57,66.75,76
2618,6400000,4,Mumbai,Andheri,2858,19700000,3850,89.43,80.22,82
2619,6600000,3,Bengaluru,Whitefield,5715,15800000,1297,88.65,73.33,58
2620,19900000,5,Hyderabad,Kukatpally,4174,19400000,2358,91.52,75.05,54
2621,11700000,2,Chennai,Adyar,7742,7400000,656,76.65,90.03,63
2622,15300000,3,Bengaluru,Electronic City,2085,5700000,2304,94.01,67.35,62
2623,13700000,4,Chennai,OMR,1834,11200000,2660,83.09,88.19,69
2624,11500000,3,Hyderabad,Kondapur,2378,14500000,2582,75.62,90.78,71
2625,5000000,5,Mumbai,Powai,3582,8600000,1638,86.33,96.38,54
2626,5400000,4,Pune,Baner,4908,4300000,2609,76.34,84.12,79
2627,3500000,4,Bengaluru,Indiranagar,7000,5600000,2551,91.64,70.56,76
2628,19900000,2,Mumbai,Bandra,1394,20800000,773,85.0,82.1,83
2629,17600000,1,Pune,Baner,9678,5200000,1306,81.55,90.23,69
2630,19600000,3,Pune,Wakad,4203,4000000,3831,72.88,68.68,69
2631,14000000,5,Bengaluru,Electronic City,185,10000000,3709,75.67,84.41,53
2632,4400000,3,Mumbai,Bandra,7979,16500000,3285,96.11,78.8,89
2633,13200000,4,Pune,Baner,658,4100000,2669,74.78,79.88,53
2634,9800000,1,Chennai,Velachery,9717,22700000,670,88.94,98.54,83
2635,18900000,4,Mumbai,Powai,108,3700000,3937,78.26,89.86,81
2636,10800000,5,Hyderabad,Madhapur,6448,23200000,1644,88.98,73.88,98
2637,19400000,5,Bengaluru,Electronic City,8767,13500000,2647,98.85,69.18,57
2638,4100000,1,Pune,Baner,3659,18000000,1862,89.1,71.59,73
2639,17300000,3,Bengaluru,Whitefield,1216,4400000,2623,88.08,84.77,73
2640,15100000,4,Hyderabad,Gachibowli,6523,21100000,2865,82.52,82.42,52
2641,15000000,2,Mumbai,Bandra,1718,7400000,2555,79.64,76.9,52
2642,4000000,1,Chennai,OMR,6572,10900000,3910,92.56,90.64,53
2643,15900000,3,Mumbai,Thane,7002,17500000,2408,71.85,60.89,82
2644,11400000,3,Hyderabad,Gachibowli,2221,23800000,3891,81.45,65.7,80
2645,12000000,3,Chennai,Velachery,3127,12900000,943,81.63,67.45,58
2646,18900000,2,Chennai,OMR,3208,5100000,3482,94.94,69.83,77
2647,7800000,4,Chennai,Anna Nagar,5537,16900000,2408,83.08,74.85,80
2648,7200000,1,Bengaluru,Electronic City,9899,5600000,1348,99.48,87.69,84
2649,7300000,2,Bengaluru,Electronic City,598,4900000,2682,70.86,65.82,76
2650,4300000,3,Hyderabad,Madhapur,223,20600000,1034,84.26,99.63,86
2651,16900000,4,Pune,Baner,3211,7300000,3539,90.21,67.68,58
2652,20000000,5,Pune,Hinjewadi,7593,7800000,2577,90.55,74.23,76
2653,12400000,5,Hyderabad,Madhapur,9444,10300000,1472,71.24,81.91,81
2654,8900000,5,Chennai,Anna Nagar,6453,8200000,3738,71.75,98.81,64
2655,10000000,1,Mumbai,Powai,5477,23400000,842,98.98,82.23,71
2656,18200000,1,Mumbai,Bandra,4841,11300000,2866,79.12,84.12,73
2657,14500000,2,Mumbai,Thane,7351,11000000,2779,98.54,66.68,98
2658,4900000,3,Hyderabad,Kukatpally,8683,12800000,2836,75.74,99.79,76
2659,16600000,1,Mumbai,Powai,1189,22300000,1532,71.96,84.0,61
2660,11600000,3,Hyderabad,Gachibowli,2694,17000000,1461,91.57,61.34,51
2661,4900000,4,Chennai,Anna Nagar,9606,10600000,3126,88.79,61.53,62
2662,6700000,4,Chennai,Velachery,5546,20600000,2748,97.48,80.72,60
2663,13200000,2,Mumbai,Powai,1534,18300000,2746,71.21,92.5,71
2664,6600000,4,Bengaluru,Electronic City,7431,18600000,706,71.02,95.09,79
2665,9200000,5,Mumbai,Bandra,5329,12400000,1105,97.9,65.63,62
2666,9400000,1,Pune,Wakad,8439,8900000,3142,80.69,68.14,54
2667,12300000,1,Bengaluru,Indiranagar,484,24400000,1899,95.41,77.24,96
2668,10200000,4,Bengaluru,HSR Layout,7702,8100000,2256,72.39,99.91,89
2669,17200000,5,Chennai,Anna Nagar,760,21100000,944,89.92,94.98,71
2670,14500000,4,Hyderabad,Gachibowli,214,7200000,1580,81.02,94.26,57
2671,4300000,1,Pune,Hinjewadi,4030,4600000,3916,97.71,76.93,85
2672,15600000,5,Bengaluru,Whitefield,5887,20300000,1043,92.36,73.49,80
2673,11300000,3,Hyderabad,Madhapur,1546,23400000,3942,94.25,60.8,79
2674,12700000,3,Hyderabad,Madhapur,8410,4200000,3205,75.19,63.52,78
2675,5700000,4,Hyderabad,Gachibowli,12,15900000,3367,88.74,91.0,96
2676,13000000,5,Bengaluru,HSR Layout,5662,6500000,3590,92.27,75.89,75
2677,11400000,3,Chennai,Anna Nagar,9444,24200000,1520,73.31,80.2,59
2678,6900000,1,Bengaluru,Indiranagar,2343,15200000,3579,94.3,74.94,85
2679,11300000,3,Chennai,Velachery,9950,24700000,3928,77.15,68.74,58
2680,10500000,1,Chennai,Adyar,7733,24300000,2714,96.65,99.35,50
2681,10600000,5,Chennai,Velachery,9909,9200000,3670,99.44,89.89,51
2682,6800000,1,Mumbai,Andheri,2409,22800000,751,87.24,86.11,75
2683,4400000,2,Pune,Kharadi,8576,23200000,3147,95.99,72.72,77
2684,9800000,1,Pune,Wakad,8336,7700000,1308,75.96,79.31,62
2685,5000000,2,Pune,Wakad,5045,3600000,3971,82.07,92.02,79
2686,10700000,1,Bengaluru,Electronic City,1056,16100000,2506,82.84,74.25,88
2687,14200000,2,Bengaluru,Electronic City,9980,18200000,3726,91.37,67.98,61
2688,16600000,4,Hyderabad,Kukatpally,3528,18800000,1611,71.23,72.11,84
2689,13100000,4,Hyderabad,Gachibowli,6812,11800000,875,82.48,75.37,54
2690,15500000,5,Mumbai,Bandra,9117,22900000,1632,76.03,81.88,86
2691,18100000,4,Chennai,OMR,3178,15100000,1302,98.84,79.66,79
2692,15800000,2,Mumbai,Powai,3101,22300000,2769,95.11,94.62,88
2693,17500000,5,Pune,Wakad,5936,20100000,1780,77.31,82.23,95
2694,11900000,3,Chennai,Anna Nagar,3576,20000000,2813,81.84,96.57,75
2695,4400000,5,Mumbai,Andheri,5396,20200000,2222,93.89,60.27,67
2696,12200000,1,Pune,Kharadi,7622,16100000,1379,77.45,81.64,99
2697,7000000,1,Hyderabad,Kondapur,7801,23600000,1762,89.29,66.88,51
2698,8500000,1,Bengaluru,Indiranagar,9136,3600000,2496,97.13,78.51,100
2699,16600000,5,Bengaluru,Whitefield,5832,14800000,2315,99.48,84.3,90
2700,18700000,1,Bengaluru,Electronic City,1118,18100000,1978,86.64,76.12,94
2701,18900000,4,Bengaluru,Electronic City,1448,13800000,3585,91.98,73.79,90
2702,17300000,3,Chennai,OMR,5515,22400000,1708,80.11,99.39,70
2703,16700000,3,Mumbai,Bandra,9866,22300000,2789,85.83,69.32,75
2704,8500000,5,Chennai,Velachery,4802,9000000,3683,76.66,91.45,66
2705,14300000,5,Chennai,Adyar,4653,13800000,1075,85.84,90.47,80
2706,7400000,1,Bengaluru,Electronic City,7683,17600000,1363,81.25,61.94,98
2707,4300000,3,Bengaluru,Indiranagar,9490,18700000,3361,79.42,71.57,57
2708,8600000,4,Mumbai,Bandra,3451,6400000,3303,87.08,97.44,91
2709,5900000,3,Hyderabad,Gachibowli,9669,18900000,1634,97.76,91.89,71
2710,10700000,1,Pune,Kharadi,8766,9400000,2785,98.21,96.39,52
2711,12000000,1,Bengaluru,Whitefield,1828,18100000,2147,70.03,79.23,71
2712,5500000,5,Mumbai,Bandra,2985,22900000,1526,78.16,72.68,70
2713,15300000,3,Mumbai,Powai,7312,12200000,3297,77.9,91.18,75
2714,9800000,1,Hyderabad,Kukatpally,2722,5300000,3538,93.57,61.08,89
2715,12100000,4,Hyderabad,Madhapur,5288,6900000,1005,76.82,75.62,83
2716,13300000,3,Mumbai,Bandra,6146,15800000,3237,92.01,89.11,82
2717,3400000,3,Bengaluru,Whitefield,7115,6300000,3717,91.06,74.65,64
2718,14500000,1,Mumbai,Andheri,107,16600000,2932,73.36,94.43,81
2719,3800000,3,Bengaluru,HSR Layout,2867,21500000,2548,97.57,84.97,85
2720,12300000,5,Mumbai,Powai,9500,7500000,3121,74.81,84.82,73
2721,15400000,5,Chennai,Adyar,9017,12800000,3132,74.71,75.67,51
2722,11300000,2,Chennai,Adyar,6947,6400000,3605,78.68,99.86,55
2723,6200000,4,Pune,Baner,2464,24900000,2596,85.47,80.16,60
2724,18100000,5,Pune,Kharadi,6471,24400000,2523,72.23,87.07,85
2725,7300000,2,Mumbai,Powai,9061,6700000,3023,95.16,86.24,72
2726,8700000,1,Bengaluru,HSR Layout,9833,12900000,3242,87.7,95.45,73
2727,14900000,4,Pune,Hinjewadi,7793,17400000,907,74.75,97.82,92
2728,13400000,3,Bengaluru,Whitefield,8341,16600000,2390,88.43,91.19,64
2729,19500000,2,Pune,Kharadi,3116,23800000,3761,75.17,76.94,66
2730,12300000,3,Chennai,Velachery,6544,13600000,781,92.26,78.53,54
2731,13400000,1,Pune,Hinjewadi,3260,7300000,3632,76.07,65.29,89
2732,17300000,2,Mumbai,Andheri,511,24800000,1628,84.04,69.96,77
2733,13900000,3,Bengaluru,Electronic City,962,20900000,3520,88.63,61.62,69
2734,6700000,5,Chennai,Anna Nagar,4021,22300000,2833,78.8,76.33,63
2735,16300000,5,Bengaluru,HSR Layout,6193,24200000,3983,80.87,90.6,62
2736,19300000,5,Chennai,Adyar,1318,12600000,2710,91.01,74.21,84
2737,7900000,1,Chennai,Adyar,7865,12800000,3155,94.69,96.17,73
2738,10100000,3,Mumbai,Andheri,5048,8800000,3353,98.58,74.33,64
2739,13100000,5,Mumbai,Powai,7064,23500000,1199,96.82,94.53,55
2740,15700000,2,Chennai,Anna Nagar,898,5300000,1335,82.68,65.19,94
2741,14700000,5,Mumbai,Andheri,5257,5600000,2121,85.16,86.04,78
2742,12700000,4,Chennai,Velachery,6095,24900000,3706,89.67,93.16,52
2743,19100000,4,Chennai,Velachery,2545,6200000,2053,80.95,61.59,83
2744,17300000,4,Bengaluru,Whitefield,1920,19400000,3960,72.5,66.05,87
2745,11500000,5,Mumbai,Bandra,3147,18500000,2458,76.46,85.69,57
2746,4800000,5,Mumbai,Bandra,3878,12000000,3888,87.56,92.99,91
2747,6000000,2,Hyderabad,Kondapur,6676,22900000,1253,77.48,97.83,61
2748,8000000,5,Pune,Wakad,9284,9200000,3148,98.4,77.8,57
2749,18400000,1,Pune,Wakad,2081,11300000,638,74.95,74.98,98
2750,19700000,4,Pune,Kharadi,9577,4900000,2824,96.57,91.65,54
2751,9700000,4,Mumbai,Andheri,4524,11600000,1607,81.24,66.38,74
2752,18600000,1,Chennai,Anna Nagar,730,18600000,1736,74.28,71.98,81
2753,11700000,5,Chennai,Adyar,1999,23300000,1359,70.59,76.46,73
2754,5300000,1,Mumbai,Powai,2880,9600000,933,77.84,73.42,75
2755,7300000,3,Pune,Kharadi,1925,21500000,1570,81.08,62.87,77
2756,13200000,5,Hyderabad,Madhapur,7627,5600000,3772,97.62,92.28,78
2757,3100000,2,Mumbai,Bandra,1309,7100000,2401,87.43,92.21,58
2758,13500000,4,Bengaluru,HSR Layout,6642,10800000,3105,71.31,79.32,67
2759,8900000,3,Bengaluru,Indiranagar,4731,12700000,1706,94.3,62.48,85
2760,9700000,3,Hyderabad,Kondapur,7737,24500000,716,71.31,79.98,76
2761,9100000,1,Chennai,Velachery,3378,24000000,3296,82.46,66.27,66
2762,14800000,4,Bengaluru,Whitefield,6110,15300000,800,91.25,94.61,76
2763,8000000,5,Mumbai,Bandra,243,9300000,2718,70.64,86.9,97
2764,20000000,3,Bengaluru,HSR Layout,3932,4900000,3170,71.97,64.52,82
2765,14400000,2,Mumbai,Bandra,9346,9800000,2684,78.6,71.95,74
2766,18100000,2,Mumbai,Bandra,3228,22100000,2867,81.08,88.74,90
2767,8600000,5,Mumbai,Bandra,7169,18800000,2416,76.97,94.2,60
2768,13500000,2,Mumbai,Thane,1871,11400000,2228,91.72,77.2,92
2769,11200000,3,Pune,Wakad,971,14900000,1917,96.66,63.29,57
2770,5500000,4,Bengaluru,HSR Layout,2990,3900000,3579,88.85,73.11,57
2771,12200000,1,Bengaluru,Indiranagar,5025,12200000,2584,85.11,60.07,86
2772,12000000,2,Pune,Wakad,7365,9800000,3816,83.91,64.79,70
2773,4200000,4,Bengaluru,Electronic City,3210,21200000,2174,84.49,61.17,65
2774,20000000,2,Hyderabad,Kondapur,2403,20600000,2509,75.68,65.46,70
2775,11100000,5,Mumbai,Thane,7011,5000000,3601,96.62,87.54,70
2776,17700000,5,Hyderabad,Kukatpally,1125,4300000,3144,72.72,84.6,96
2777,9200000,3,Chennai,Velachery,2144,7100000,1786,83.6,64.28,56
2778,16500000,4,Hyderabad,Kondapur,5651,17000000,1895,77.11,84.4,60
2779,8500000,1,Bengaluru,HSR Layout,4657,3600000,1644,96.53,67.3,73
2780,14300000,1,Bengaluru,Electronic City,6404,23800000,1778,93.61,82.07,63
2781,19200000,1,Pune,Hinjewadi,8240,16900000,1839,89.57,83.03,81
2782,14200000,1,Mumbai,Andheri,4894,8800000,3355,71.24,76.55,58
2783,16700000,4,Hyderabad,Kondapur,3925,21900000,2696,91.39,75.31,98
2784,12300000,1,Pune,Baner,4419,22500000,3518,98.46,72.23,85
2785,19600000,4,Chennai,Adyar,2712,15300000,2636,88.16,67.77,100
2786,3800000,4,Bengaluru,Whitefield,5592,13700000,1655,99.74,69.31,90
2787,14100000,1,Pune,Wakad,867,11100000,1822,97.15,64.81,96
2788,4400000,5,Mumbai,Powai,2126,10600000,3427,98.29,92.66,58
2789,12200000,1,Pune,Wakad,2227,16400000,821,83.55,95.53,61
2790,12900000,4,Hyderabad,Kondapur,7330,24800000,3724,88.24,62.91,62
2791,3800000,3,Chennai,Anna Nagar,9558,19300000,2172,97.1,62.44,99
2792,7500000,3,Mumbai,Powai,6582,20500000,838,71.63,78.26,83
2793,11600000,1,Mumbai,Thane,1894,7200000,1385,80.02,82.73,65
2794,14000000,5,Pune,Hinjewadi,3444,7300000,840,85.26,93.08,63
2795,4100000,1,Pune,Wakad,5457,14300000,2391,97.53,97.57,71
2796,14000000,3,Pune,Baner,7209,23600000,3564,98.08,98.33,65
2797,6900000,1,Bengaluru,Whitefield,2035,7700000,1614,79.37,95.75,71
2798,9500000,3,Hyderabad,Kukatpally,6247,18200000,889,81.04,92.13,52
2799,18300000,2,Hyderabad,Gachibowli,6748,21800000,2187,98.64,63.64,65
2800,19600000,4,Hyderabad,Kondapur,6353,17200000,1461,82.46,76.5,88
2801,16500000,4,Bengaluru,Whitefield,6614,6500000,2912,90.46,69.23,65
2802,14500000,5,Bengaluru,HSR Layout,9963,19400000,2910,76.37,88.35,90
2803,12200000,2,Hyderabad,Kukatpally,8798,11800000,2513,71.89,96.34,81
2804,5600000,5,Pune,Hinjewadi,467,11000000,3611,90.56,80.38,95
2805,11500000,1,Chennai,OMR,73,8600000,3851,96.82,63.62,81
2806,3200000,3,Pune,Kharadi,6900,11800000,2191,83.98,86.28,88
2807,19000000,4,Hyderabad,Gachibowli,6573,12300000,1052,87.17,71.94,98
2808,14800000,4,Bengaluru,Indiranagar,9622,17000000,2442,83.59,71.45,96
2809,7200000,2,Chennai,OMR,6901,9300000,3309,98.09,91.38,53
2810,6100000,2,Bengaluru,Electronic City,4855,8500000,3833,72.34,77.92,100
2811,4800000,3,Pune,Wakad,8098,5100000,3675,72.57,86.57,55
2812,16000000,3,Bengaluru,Indiranagar,5636,5600000,672,86.27,66.88,69
2813,16400000,4,Hyderabad,Madhapur,7072,11200000,3172,94.59,99.05,76
2814,12800000,3,Mumbai,Thane,107,24900000,2570,75.25,71.88,92
2815,19400000,2,Bengaluru,HSR Layout,17,12400000,3070,90.23,87.25,69
2816,14000000,4,Pune,Kharadi,4514,25000000,3730,96.66,86.64,94
2817,20000000,5,Mumbai,Andheri,4351,20100000,3228,70.15,85.05,77
2818,12800000,5,Bengaluru,Whitefield,4827,12000000,2907,90.77,92.13,66
2819,6100000,2,Pune,Wakad,9512,15200000,1714,83.81,85.87,61
2820,6200000,3,Chennai,Anna Nagar,3354,9300000,3479,91.8,88.28,76
2821,5100000,3,Chennai,Adyar,6540,15200000,2275,89.81,74.72,73
2822,6900000,3,Mumbai,Powai,4094,17500000,3848,83.99,86.32,95
2823,5400000,2,Mumbai,Powai,1726,8500000,872,98.94,79.04,83
2824,15200000,1,Hyderabad,Kondapur,5179,18300000,2053,96.42,99.88,77
2825,4400000,4,Hyderabad,Kondapur,9152,18200000,3771,86.91,83.91,92
2826,8500000,5,Mumbai,Thane,6992,8600000,1829,76.87,83.23,53
2827,8200000,3,Bengaluru,Electronic City,9171,9700000,1788,77.85,69.15,64
2828,7500000,3,Chennai,Adyar,1806,17400000,2902,75.09,60.33,54
2829,6200000,3,Hyderabad,Kukatpally,3450,12300000,2510,78.71,83.78,83
2830,6800000,4,Chennai,Anna Nagar,1445,11900000,2961,76.95,68.69,73
2831,6700000,4,Pune,Kharadi,4443,4500000,2717,83.55,93.95,88
2832,5900000,4,Hyderabad,Kondapur,4487,6600000,1974,86.02,64.67,59
2833,15300000,1,Bengaluru,Indiranagar,1473,13100000,3914,88.05,66.28,97
2834,16000000,5,Hyderabad,Madhapur,4444,12800000,684,86.89,68.96,82
2835,5600000,2,Mumbai,Bandra,9172,24700000,2988,73.84,72.92,65
2836,7500000,1,Bengaluru,Indiranagar,5014,19200000,699,74.3,72.03,84
2837,12900000,2,Pune,Wakad,9165,7800000,714,97.64,71.81,52
2838,9200000,4,Pune,Kharadi,8887,9500000,3569,90.82,74.52,86
2839,7900000,3,Bengaluru,Whitefield,1347,17100000,3921,89.54,97.01,60
2840,15900000,4,Bengaluru,HSR Layout,3077,19900000,3500,72.02,71.88,59
2841,8400000,1,Hyderabad,Madhapur,2840,24800000,1265,92.66,66.08,94
2842,4600000,1,Pune,Hinjewadi,3633,8600000,2351,98.42,90.18,90
2843,14800000,5,Pune,Wakad,2008,7900000,2803,91.45,79.78,97
2844,3500000,4,Bengaluru,Indiranagar,7490,18300000,3326,88.36,96.94,96
2845,7200000,2,Bengaluru,Whitefield,468,20900000,2565,99.79,99.9,98
2846,11900000,1,Bengaluru,HSR Layout,491,16400000,3798,86.14,71.2,92
2847,11000000,1,Hyderabad,Kondapur,8008,11000000,3113,75.42,71.42,57
2848,14700000,1,Bengaluru,Whitefield,1790,8900000,2957,87.91,90.51,94
2849,14600000,2,Mumbai,Powai,4184,25000000,890,75.04,83.59,76
2850,17400000,2,Pune,Hinjewadi,7452,16600000,956,81.14,89.3,53
2851,18100000,2,Chennai,OMR,6178,7900000,632,90.43,63.6,61
2852,6000000,1,Mumbai,Powai,6628,16300000,1437,92.61,88.51,87
2853,8400000,2,Hyderabad,Kondapur,9803,23900000,3388,79.17,64.68,65
2854,12900000,4,Hyderabad,Madhapur,4403,24100000,733,78.58,76.15,78
2855,17700000,2,Mumbai,Bandra,9523,8700000,2076,91.42,82.24,54
2856,7800000,4,Hyderabad,Kukatpally,8535,17800000,669,76.96,87.74,51
2857,4400000,3,Pune,Wakad,4933,15900000,2265,86.0,88.06,70
2858,19900000,5,Bengaluru,Indiranagar,2031,5200000,2918,98.82,84.25,66
2859,7300000,2,Hyderabad,Kukatpally,6899,16400000,1021,72.84,83.94,74
2860,13700000,3,Chennai,OMR,3574,23400000,2952,84.13,67.44,91
2861,11600000,1,Hyderabad,Kukatpally,4508,16300000,2427,92.95,78.67,85
2862,6100000,1,Hyderabad,Kukatpally,3766,14900000,3227,88.46,89.51,57
2863,5500000,1,Bengaluru,Indiranagar,243,14300000,1622,93.99,91.79,87
2864,11900000,5,Chennai,Adyar,4346,24500000,2292,81.36,96.79,57
2865,10300000,3,Pune,Hinjewadi,4799,16900000,2918,96.17,90.68,54
2866,8900000,2,Hyderabad,Kondapur,9428,13400000,1444,85.33,68.37,65
2867,13600000,3,Chennai,Adyar,6619,19200000,3285,78.33,69.03,53
2868,17600000,2,Mumbai,Powai,717,15800000,3758,74.44,93.49,85
2869,4300000,4,Pune,Baner,1086,3500000,3790,94.28,60.66,52
2870,4300000,4,Pune,Baner,2815,9600000,2035,72.31,84.34,74
2871,15900000,1,Pune,Baner,1842,13600000,971,88.33,95.6,67
2872,18300000,4,Bengaluru,Indiranagar,5852,17600000,2249,95.69,76.96,80
2873,19300000,1,Mumbai,Bandra,5612,17500000,2811,97.8,94.15,87
2874,7200000,4,Mumbai,Andheri,5668,12300000,1853,80.97,81.46,92
2875,10200000,2,Mumbai,Andheri,4440,24800000,1731,70.65,99.54,91
2876,8000000,3,Bengaluru,Indiranagar,9946,3600000,3167,78.03,69.53,74
2877,15700000,2,Mumbai,Thane,7928,22900000,3968,75.66,61.69,62
2878,9900000,2,Hyderabad,Kukatpally,647,24400000,3447,70.05,60.94,99
2879,13500000,1,Chennai,OMR,2594,24000000,756,80.53,71.58,54
2880,18800000,4,Hyderabad,Kukatpally,605,4100000,1651,83.9,77.98,71
2881,4200000,5,Chennai,OMR,2893,5300000,3456,96.4,91.93,82
2882,4500000,2,Bengaluru,HSR Layout,9135,6600000,3954,78.67,75.21,60
2883,11600000,4,Pune,Wakad,3478,24800000,1481,94.27,62.67,93
2884,8000000,4,Bengaluru,Indiranagar,6396,17400000,3187,89.8,83.71,92
2885,3100000,3,Hyderabad,Gachibowli,6751,16500000,3592,85.47,93.21,60
2886,19700000,5,Chennai,Adyar,5748,8300000,3258,71.0,75.12,61
2887,6200000,5,Pune,Hinjewadi,9430,6300000,2137,93.6,64.19,95
2888,19600000,5,Chennai,Adyar,5372,22800000,2485,73.22,99.24,68
