Comparison_ID,Property_A_ID,Property_B_ID,Property_A_Price_INR,Property_B_Price_INR,Property_A_Area_sqft,Property_B_Area_sqft,Property_A_BHK,Property_B_BHK,Property_A_Investment_Score,Property_B_Investment_Score,Better_Property,Reason
2880,9114,7633,14500000,23700000,2283,1102,5,1,86,50,A,Higher investment score and better overall value.
2881,8606,5075,17900000,13600000,1816,1378,1,1,85,55,A,Higher investment score and better overall value.
2882,3992,1626,10300000,19900000,3545,854,5,5,77,91,B,Higher investment score and better overall value.
2883,7033,6369,18200000,11000000,2012,3013,1,4,72,63,A,Higher investment score and better overall value.
2884,4612,6924,3500000,9300000,2124,2935,4,1,89,94,B,Higher investment score and better overall value.
2885,1494,4794,13300000,13900000,3099,699,5,3,75,90,B,Higher investment score and better overall value.
2886,7624,1288,19500000,14900000,3489,1200,1,3,91,55,A,Higher investment score and better overall value.
2887,6303,4210,22400000,9700000,3169,1820,3,2,100,56,A,Higher investment score and better overall value.
2888,799,9835,23800000,17200000,2115,2834,2,1,92,68,A,Higher investment score and better overall value.
2889,3801,4809,19500000,16400000,1229,970,1,5,83,67,A,Higher investment score and better overall value.
2890,2252,2134,14100000,10900000,2189,872,4,1,88,65,A,Higher investment score and better overall value.
2891,1281,673,17500000,3700000,2322,672,2,3,63,68,B,Higher investment score and better overall value.
2892,9114,5609,16300000,4500000,1254,1936,5,4,53,85,B,Higher investment score and better overall value.
2893,7099,4719,21500000,8400000,3979,3442,4,3,80,94,B,Higher investment score and better overall value.
2894,4623,568,10000000,13900000,725,3582,5,2,90,55,A,Higher investment score and better overall value.
2895,3679,6476,8500000,15500000,3410,1407,5,4,60,95,B,Higher investment score and better overall value.
2896,7162,5081,12500000,16100000,1067,3533,3,4,51,73,B,Higher investment score and better overall value.
2897,8440,6565,21200000,24700000,3615,3782,1,4,55,74,B,Higher investment score and better overall value.
2898,7495,2389,5900000,20500000,2573,3385,4,2,81,86,B,Higher investment score and better overall value.
2899,1463,1403,5700000,24500000,2958,996,5,1,88,91,B,Higher investment score and better overall value.
2900,8121,4960,9100000,8400000,3734,838,4,5,60,61,B,Higher investment score and better overall value.
2901,8990,429,11500000,19400000,3329,3622,2,2,62,97,B,Higher investment score and better overall value.
2902,38,262,12400000,18100000,724,1795,1,4,59,57,A,Higher investment score and better overall value.
2903,5423,2441,7500000,16500000,1879,2880,4,2,71,89,B,Higher investment score and better overall value.
2904,859,4887,12000000,7500000,3546,730,5,1,77,75,A,Higher investment score and better overall value.
2905,4609,5018,3800000,22900000,1249,2088,1,1,54,100,B,Higher investment score and better overall value.
2906,6587,6413,12900000,21400000,959,886,5,2,56,82,B,Higher investment score and better overall value.
2907,4720,2141,22900000,13500000,3597,783,1,5,74,94,B,Higher investment score and better overall value.
2908,4976,4515,16100000,17500000,1323,3519,4,5,85,67,A,Higher investment score and better overall value.
2909,3800,2712,19800000,13000000,1066,1496,4,1,93,77,A,Higher investment score and better overall value.
2910,3405,2570,6000000,19900000,2519,3177,4,3,92,87,A,Higher investment score and better overall value.
2911,9201,5294,15300000,6700000,1298,768,5,1,84,71,A,Higher investment score and better overall value.
2912,2287,2220,22200000,12900000,3010,1199,3,5,100,69,A,Higher investment score and better overall value.
2913,3642,1971,19200000,19800000,1848,605,2,3,71,78,B,Higher investment score and better overall value.
2914,4890,6935,19600000,3700000,1223,2867,1,5,59,82,B,Higher investment score and better overall value.
2915,3035,7398,9200000,9500000,1017,2397,5,3,83,90,B,Higher investment score and better overall value.
2916,8043,5144,3900000,4600000,3454,3125,4,2,91,67,A,Higher investment score and better overall value.
2917,9616,9120,5900000,5700000,896,1351,1,2,73,56,A,Higher investment score and better overall value.
2918,9039,3509,3700000,17600000,3189,626,3,5,98,98,A,Higher investment score and better overall value.
2919,4791,2449,11200000,15000000,1483,2477,1,4,98,64,A,Higher investment score and better overall value.
2920,1313,9188,9600000,11000000,638,778,1,5,92,83,A,Higher investment score and better overall value.
2921,7339,5705,18500000,7300000,1902,784,1,1,72,66,A,Higher investment score and better overall value.
2922,8626,3445,7900000,24600000,2012,2929,4,3,88,80,A,Higher investment score and better overall value.
2923,21,3714,6200000,18700000,3701,3484,2,4,94,100,B,Higher investment score and better overall value.
2924,8866,1095,8200000,4100000,3048,3496,1,5,73,86,B,Higher investment score and better overall value.
2925,2053,4775,9000000,11400000,2902,2162,4,4,84,67,A,Higher investment score and better overall value.
2926,5684,3418,21400000,14200000,3990,2111,4,4,71,52,A,Higher investment score and better overall value.
2927,2838,7049,9900000,9300000,3767,1274,4,4,97,98,B,Higher investment score and better overall value.
2928,9015,4016,18500000,5400000,839,3450,2,4,64,93,B,Higher investment score and better overall value.
2929,6997,9908,5400000,23700000,1218,911,3,1,94,66,A,Higher investment score and better overall value.
2930,8370,9014,20500000,8300000,3881,3908,4,5,73,82,B,Higher investment score and better overall value.
2931,9968,6823,11500000,10000000,2176,3016,5,3,92,93,B,Higher investment score and better overall value.
2932,5692,8523,9900000,24100000,1390,1604,2,2,63,94,B,Higher investment score and better overall value.
2933,635,4645,17100000,19000000,2343,2313,3,3,57,79,B,Higher investment score and better overall value.
2934,2434,1028,18000000,21100000,2393,605,1,3,99,85,A,Higher investment score and better overall value.
2935,1377,6335,9500000,9500000,3473,1043,1,4,86,61,A,Higher investment score and better overall value.
2936,5913,6143,23600000,7500000,3832,3453,4,4,76,75,A,Higher investment score and better overall value.
2937,9678,6379,6600000,25000000,2979,2459,1,3,58,78,B,Higher investment score and better overall value.
2938,7229,3288,24800000,17600000,3076,1500,3,4,95,90,A,Higher investment score and better overall value.
2939,4681,3454,16600000,9500000,3977,918,4,1,66,56,A,Higher investment score and better overall value.
2940,445,1807,21400000,3800000,618,3540,3,2,57,62,B,Higher investment score and better overall value.
2941,8483,4388,20100000,17800000,2768,1173,1,3,51,100,B,Higher investment score and better overall value.
2942,2257,3602,7000000,13700000,1891,3894,3,3,62,85,B,Higher investment score and better overall value.
2943,2223,4613,23300000,20000000,3400,1697,2,3,71,54,A,Higher investment score and better overall value.
2944,632,6907,10000000,16200000,820,674,5,5,87,99,B,Higher investment score and better overall value.
2945,7918,176,19300000,16500000,1472,1867,5,1,50,72,B,Higher investment score and better overall value.
2946,4458,2605,22300000,24600000,2242,2175,5,1,55,85,B,Higher investment score and better overall value.
2947,5596,3997,6400000,11700000,756,2262,2,5,94,87,A,Higher investment score and better overall value.
2948,7779,1446,15100000,3900000,1591,675,4,4,94,84,A,Higher investment score and better overall value.
2949,5624,8826,5400000,17200000,3541,1908,1,4,91,96,B,Higher investment score and better overall value.
2950,1607,1022,12200000,8100000,2331,3567,4,5,97,75,A,Higher investment score and better overall value.
2951,8725,560,20400000,18200000,2158,867,3,4,78,83,B,Higher investment score and better overall value.
2952,8334,2431,8000000,24400000,3774,2453,4,4,82,54,A,Higher investment score and better overall value.
2953,1993,8765,10600000,6200000,762,1335,5,3,82,92,B,Higher investment score and better overall value.
2954,9682,3961,7900000,7100000,1378,1782,2,1,82,82,A,Higher investment score and better overall value.
2955,4988,7017,6200000,25000000,2405,2557,4,1,85,64,A,Higher investment score and better overall value.
2956,907,1971,24200000,11600000,2154,3906,5,5,55,63,B,Higher investment score and better overall value.
2957,5822,6461,10500000,16200000,2313,2188,5,1,70,86,B,Higher investment score and better overall value.
2958,9658,7863,8100000,24500000,3526,2332,2,1,94,58,A,Higher investment score and better overall value.
2959,1154,4506,21700000,17500000,3990,1153,1,4,86,87,B,Higher investment score and better overall value.
2960,9156,3815,13200000,7600000,2194,1924,2,3,86,79,A,Higher investment score and better overall value.
2961,2850,6344,4200000,18000000,2804,1052,2,2,69,71,B,Higher investment score and better overall value.
2962,959,7679,22600000,13300000,1716,3816,3,3,67,78,B,Higher investment score and better overall value.
2963,9057,4771,4000000,24700000,3520,789,4,2,51,67,B,Higher investment score and better overall value.
2964,8327,5188,24700000,11100000,1533,1980,1,2,78,70,A,Higher investment score and better overall value.
2965,187,7409,12800000,9300000,1939,3746,2,4,97,69,A,Higher investment score and better overall value.
2966,5064,4061,16300000,14900000,3902,1112,1,2,52,69,B,Higher investment score and better overall value.
2967,7627,3501,24400000,10100000,709,1027,4,4,64,59,A,Higher investment score and better overall value.
2968,5681,7398,9500000,23900000,2799,3672,4,2,51,55,B,Higher investment score and better overall value.
2969,7977,1541,20700000,6100000,2284,803,2,1,90,78,A,Higher investment score and better overall value.
2970,6466,3600,6400000,3500000,802,1697,1,4,54,89,B,Higher investment score and better overall value.
2971,9266,1915,23000000,10200000,1608,2608,4,3,77,80,B,Higher investment score and better overall value.
2972,1578,6213,13300000,16400000,3595,1556,1,2,88,52,A,Higher investment score and better overall value.
2973,4444,6110,17500000,20000000,3870,3337,2,4,92,94,B,Higher investment score and better overall value.
2974,943,2484,6000000,22700000,913,3583,2,5,58,84,B,Higher investment score and better overall value.
2975,222,461,12100000,4600000,3990,2458,5,5,71,51,A,Higher investment score and better overall value.
2976,1967,2835,18100000,19300000,2676,3187,2,1,94,59,A,Higher investment score and better overall value.
2977,6296,6230,18200000,5400000,909,3818,1,3,93,86,A,Higher investment score and better overall value.
2978,7253,3717,15200000,10000000,3587,2090,3,1,92,73,A,Higher investment score and better overall value.
2979,203,1418,17900000,11200000,1438,2248,1,2,98,67,A,Higher investment score and better overall value.
2980,7625,1379,10900000,16700000,3348,2385,5,3,77,98,B,Higher investment score and better overall value.
2981,5706,6582,21500000,3900000,1866,3142,1,2,71,86,B,Higher investment score and better overall value.
2982,6425,3854,23200000,19700000,2408,3686,1,4,61,60,A,Higher investment score and better overall value.
2983,836,9432,19600000,17900000,848,2931,2,5,53,56,B,Higher investment score and better overall value.
2984,2173,1169,23800000,20100000,3585,3242,1,5,51,95,B,Higher investment score and better overall value.
2985,7272,7860,18300000,20200000,3492,3835,5,4,62,86,B,Higher investment score and better overall value.
2986,562,7605,17700000,21700000,3582,2444,4,4,78,69,A,Higher investment score and better overall value.
2987,1347,416,11800000,9000000,2491,1075,3,2,61,89,B,Higher investment score and better overall value.
2988,9910,9316,23600000,5300000,3584,1493,1,5,83,72,A,Higher investment score and better overall value.
2989,5767,6128,19200000,13600000,1492,1726,4,1,65,97,B,Higher investment score and better overall value.
2990,9452,2883,3900000,18400000,2772,1104,1,4,93,75,A,Higher investment score and better overall value.
2991,3414,8587,9600000,5500000,2670,3818,2,2,75,87,B,Higher investment score and better overall value.
2992,7840,3765,20800000,11000000,3196,1125,5,3,65,83,B,Higher investment score and better overall value.
2993,5211,5950,22400000,9500000,1364,1049,3,5,92,87,A,Higher investment score and better overall value.
2994,7147,8339,17500000,7500000,3758,3881,2,3,57,69,B,Higher investment score and better overall value.
2995,5362,8399,16000000,20900000,3594,850,3,5,60,81,B,Higher investment score and better overall value.
2996,1977,4978,17900000,24300000,3077,1501,5,4,52,52,A,Higher investment score and better overall value.
2997,328,6094,13000000,17500000,3741,1090,4,1,88,74,A,Higher investment score and better overall value.
2998,4428,6332,8000000,11100000,3621,3316,4,1,98,57,A,Higher investment score and better overall value.
2999,2813,6235,14600000,4400000,2865,2274,4,4,95,80,A,Higher investment score and better overall value.
3000,6728,8745,21800000,21000000,1996,1010,5,1,84,89,B,Higher investment score and better overall value.
3001,1757,4173,9400000,17800000,975,2553,3,2,67,90,B,Higher investment score and better overall value.
3002,833,6871,15700000,20600000,3187,794,1,1,57,98,B,Higher investment score and better overall value.
3003,9145,7097,10400000,5100000,1300,1235,5,2,58,69,B,Higher investment score and better overall value.
3004,9946,980,15100000,13900000,1766,2986,3,1,64,91,B,Higher investment score and better overall value.
3005,1322,8807,18100000,21200000,3427,3325,5,4,95,67,A,Higher investment score and better overall value.
3006,8776,2470,20800000,20400000,1621,941,1,1,91,61,A,Higher investment score and better overall value.
3007,1697,8872,8300000,25000000,805,2731,4,5,59,61,B,Higher investment score and better overall value.
3008,2042,1117,7800000,9900000,1976,1850,2,2,93,64,A,Higher investment score and better overall value.
3009,1296,4930,6500000,21300000,3133,1187,2,3,97,93,A,Higher investment score and better overall value.
3010,1160,3267,3600000,16300000,3729,3017,5,5,62,84,B,Higher investment score and better overall value.
3011,2383,8876,12500000,3500000,3888,883,3,4,61,59,A,Higher investment score and better overall value.
3012,9397,7268,6200000,5500000,893,760,2,4,64,66,B,Higher investment score and better overall value.
3013,8358,6997,16300000,17100000,2828,3575,1,2,51,85,B,Higher investment score and better overall value.
3014,9665,6803,5200000,13800000,1800,3742,5,5,86,83,A,Higher investment score and better overall value.
3015,6569,365,7100000,16100000,3289,790,3,1,96,100,B,Higher investment score and better overall value.
3016,7326,7226,5300000,13600000,2045,3255,5,4,54,59,B,Higher investment score and better overall value.
3017,7923,8965,9000000,19400000,3981,1294,2,2,85,93,B,Higher investment score and better overall value.
3018,7757,7877,6400000,13600000,2669,1711,1,4,70,87,B,Higher investment score and better overall value.
3019,7740,5219,4600000,23200000,2215,3871,2,2,73,74,B,Higher investment score and better overall value.
3020,6349,2854,24600000,21800000,2848,3430,5,4,80,67,A,Higher investment score and better overall value.
3021,9072,4915,14200000,23200000,1256,3725,5,4,71,92,B,Higher investment score and better overall value.
3022,1086,9442,14000000,17200000,2199,2298,4,3,86,95,B,Higher investment score and better overall value.
3023,7745,5261,21400000,25000000,3148,2684,1,1,95,88,A,Higher investment score and better overall value.
3024,9281,5052,19700000,13700000,1350,3902,1,1,91,80,A,Higher investment score and better overall value.
3025,7566,1402,18500000,5900000,2578,694,5,1,95,81,A,Higher investment score and better overall value.
3026,5401,1497,7200000,8700000,3211,1440,5,2,94,81,A,Higher investment score and better overall value.
3027,4113,2894,14300000,17800000,3128,735,5,4,72,61,A,Higher investment score and better overall value.
3028,1138,4868,7700000,14700000,3060,1650,4,5,52,79,B,Higher investment score and better overall value.
3029,555,9050,16700000,8200000,2298,3138,5,1,59,67,B,Higher investment score and better overall value.
3030,9329,3271,21300000,19500000,1122,1806,3,4,63,53,A,Higher investment score and better overall value.
3031,8280,8761,19100000,15000000,3326,1449,5,5,70,87,B,Higher investment score and better overall value.
3032,9165,3196,16500000,16400000,2391,3471,4,3,54,76,B,Higher investment score and better overall value.
3033,5420,4571,4400000,15600000,2758,3471,3,5,61,52,A,Higher investment score and better overall value.
3034,8994,5927,10200000,14500000,3451,821,5,1,77,95,B,Higher investment score and better overall value.
3035,9822,8326,4200000,15200000,2691,1485,2,5,52,53,B,Higher investment score and better overall value.
3036,6487,6793,13300000,17700000,3775,1495,4,4,94,93,A,Higher investment score and better overall value.
3037,8968,1382,10100000,17400000,2984,2614,3,2,74,59,A,Higher investment score and better overall value.
3038,1546,9485,9300000,11700000,2563,3790,2,2,100,85,A,Higher investment score and better overall value.
3039,5686,2891,18700000,21400000,810,3184,2,2,86,64,A,Higher investment score and better overall value.
3040,8560,3664,24300000,8600000,1824,1534,5,4,77,74,A,Higher investment score and better overall value.
3041,6369,1868,18400000,5200000,2549,3665,1,1,56,89,B,Higher investment score and better overall value.
3042,2037,930,14600000,8000000,3018,3171,1,5,88,56,A,Higher investment score and better overall value.
3043,6279,4806,14300000,19700000,2575,1026,3,2,93,80,A,Higher investment score and better overall value.
3044,4196,9156,24700000,20900000,1942,2443,2,4,53,90,B,Higher investment score and better overall value.
3045,5406,9023,7900000,10400000,2214,1746,1,1,91,81,A,Higher investment score and better overall value.
3046,9709,2235,3600000,6100000,969,1350,3,4,70,58,A,Higher investment score and better overall value.
3047,9580,6600,9200000,4000000,999,1880,2,1,62,86,B,Higher investment score and better overall value.
3048,2778,540,9900000,23400000,1922,994,3,2,66,52,A,Higher investment score and better overall value.
3049,5150,9599,23000000,3600000,2367,3552,3,3,51,78,B,Higher investment score and better overall value.
3050,7200,7620,18100000,7600000,1122,888,3,4,74,65,A,Higher investment score and better overall value.
3051,4342,4980,16000000,7300000,2055,773,5,4,85,54,A,Higher investment score and better overall value.
3052,2852,1238,11100000,5400000,3551,1431,1,3,77,90,B,Higher investment score and better overall value.
3053,622,2842,14900000,8000000,3712,3815,5,5,65,56,A,Higher investment score and better overall value.
3054,3458,2046,10300000,14000000,1545,957,5,5,82,86,B,Higher investment score and better overall value.
3055,9215,4656,12700000,20700000,1382,1231,5,1,94,87,A,Higher investment score and better overall value.
3056,6124,3620,16500000,4900000,1127,3170,1,4,52,56,B,Higher investment score and better overall value.
3057,7154,72,5500000,4900000,1918,3680,4,2,72,89,B,Higher investment score and better overall value.
3058,7519,3209,23800000,13200000,1126,2325,5,5,79,88,B,Higher investment score and better overall value.
3059,3413,1240,21800000,15200000,1772,3515,4,2,76,97,B,Higher investment score and better overall value.
3060,2202,9920,24900000,4200000,1011,2203,4,2,99,85,A,Higher investment score and better overall value.
3061,1794,4363,9300000,20300000,707,1039,4,3,57,76,B,Higher investment score and better overall value.
3062,9437,8326,22400000,10700000,3878,2340,4,4,65,78,B,Higher investment score and better overall value.
3063,792,1774,13000000,16900000,3155,3560,4,2,75,98,B,Higher investment score and better overall value.
3064,4353,6408,24100000,13600000,3167,2592,1,1,82,100,B,Higher investment score and better overall value.
3065,5490,9264,23000000,23600000,2998,3169,2,2,60,84,B,Higher investment score and better overall value.
3066,6392,4209,13200000,12900000,3096,1420,4,1,72,68,A,Higher investment score and better overall value.
3067,9389,7670,5900000,14500000,1886,1579,2,1,61,54,A,Higher investment score and better overall value.
3068,819,2461,7100000,10900000,2980,2855,5,4,65,60,A,Higher investment score and better overall value.
3069,1464,643,18900000,5000000,2484,2539,3,1,55,93,B,Higher investment score and better overall value.
3070,1917,1645,3600000,5500000,2261,1426,1,3,83,93,B,Higher investment score and better overall value.
3071,2338,119,10000000,6600000,3019,649,2,5,60,51,A,Higher investment score and better overall value.
3072,9727,6003,11700000,12400000,3842,1084,4,4,66,91,B,Higher investment score and better overall value.
3073,7212,642,16500000,6500000,2621,3799,2,1,64,63,A,Higher investment score and better overall value.
3074,9026,1908,12900000,9500000,2497,1923,3,4,64,76,B,Higher investment score and better overall value.
3075,520,4742,14400000,18700000,932,739,2,5,93,91,A,Higher investment score and better overall value.
3076,7345,1129,14400000,21000000,865,3834,5,4,80,66,A,Higher investment score and better overall value.
3077,8491,31,15700000,7400000,1727,2125,4,2,84,88,B,Higher investment score and better overall value.
3078,535,9594,14500000,10700000,3638,2826,3,3,83,56,A,Higher investment score and better overall value.
3079,3296,6966,11400000,17900000,1373,2809,2,1,67,73,B,Higher investment score and better overall value.
3080,15,6881,4400000,14900000,1243,2926,2,1,63,55,A,Higher investment score and better overall value.
3081,1746,7760,3800000,12300000,1891,3434,5,5,75,53,A,Higher investment score and better overall value.
3082,5182,3847,14500000,19500000,750,1236,1,5,73,52,A,Higher investment score and better overall value.
3083,1023,3104,5200000,20800000,2149,3344,3,3,70,68,A,Higher investment score and better overall value.
3084,884,4658,7300000,20100000,1915,3131,4,1,76,73,A,Higher investment score and better overall value.
3085,8253,4860,5500000,20200000,1048,3263,5,1,94,72,A,Higher investment score and better overall value.
3086,8881,1275,5300000,21400000,3539,2677,3,4,73,70,A,Higher investment score and better overall value.
3087,6742,5945,17000000,21900000,926,3169,1,1,96,53,A,Higher investment score and better overall value.
3088,4765,8534,7900000,21700000,1132,3780,1,2,65,62,A,Higher investment score and better overall value.
3089,4596,3802,11700000,20900000,1511,2250,4,2,89,91,B,Higher investment score and better overall value.
3090,6009,9794,11700000,17700000,3490,3888,1,5,68,93,B,Higher investment score and better overall value.
3091,5277,7372,4000000,4700000,1848,2671,5,5,76,71,A,Higher investment score and better overall value.
3092,2805,5512,4600000,23200000,698,3379,5,4,89,78,A,Higher investment score and better overall value.
3093,4748,4814,3900000,20000000,2014,3864,5,4,82,91,B,Higher investment score and better overall value.
3094,2931,3060,19300000,17300000,1740,3037,4,5,53,51,A,Higher investment score and better overall value.
3095,2710,9793,22100000,18100000,2825,3739,1,4,68,60,A,Higher investment score and better overall value.
3096,5547,1196,4300000,19400000,3507,3511,3,1,73,86,B,Higher investment score and better overall value.
3097,7588,4651,17600000,9000000,2993,1903,4,1,60,91,B,Higher investment score and better overall value.
3098,3276,3735,17800000,6300000,802,3653,1,1,64,81,B,Higher investment score and better overall value.
3099,3968,6358,15900000,17000000,3631,2260,2,2,90,95,B,Higher investment score and better overall value.
3100,2240,3732,3800000,12200000,3455,1424,3,1,61,87,B,Higher investment score and better overall value.
3101,1909,6120,9600000,5600000,3881,3989,2,4,81,97,B,Higher investment score and better overall value.
3102,613,7852,18500000,8000000,3579,851,5,4,100,53,A,Higher investment score and better overall value.
3103,9212,466,21200000,18600000,1109,2843,3,5,72,91,B,Higher investment score and better overall value.
3104,7091,2875,9400000,18200000,2924,1220,3,3,81,53,A,Higher investment score and better overall value.
3105,1292,7940,7900000,3800000,1941,2878,3,5,65,57,A,Higher investment score and better overall value.
3106,32,2432,18800000,15600000,1173,3386,3,3,74,99,B,Higher investment score and better overall value.
3107,3479,4828,6100000,19900000,1277,1520,1,4,83,87,B,Higher investment score and better overall value.
3108,1615,7018,25000000,18000000,1597,718,2,4,74,72,A,Higher investment score and better overall value.
3109,835,4951,13500000,16200000,1141,798,3,5,50,93,B,Higher investment score and better overall value.
3110,713,3018,11100000,6000000,3466,3185,2,2,71,74,B,Higher investment score and better overall value.
3111,1343,4966,7200000,21900000,2486,2105,4,2,76,58,A,Higher investment score and better overall value.
3112,4177,1730,23800000,19800000,1754,3634,1,4,77,55,A,Higher investment score and better overall value.
3113,6102,2766,17700000,20300000,2233,2051,5,3,96,85,A,Higher investment score and better overall value.
3114,8177,5902,6200000,14100000,1497,3204,5,1,54,67,B,Higher investment score and better overall value.
3115,5901,2529,22800000,16500000,891,731,4,4,79,100,B,Higher investment score and better overall value.
3116,735,6440,17700000,6700000,2047,1468,4,4,92,69,A,Higher investment score and better overall value.
3117,4164,1316,19400000,9900000,3405,3387,5,1,98,60,A,Higher investment score and better overall value.
3118,87,5642,16800000,10600000,1208,1223,4,1,85,83,A,Higher investment score and better overall value.
3119,9537,6787,3900000,14500000,1701,1519,3,3,89,68,A,Higher investment score and better overall value.
3120,2360,3459,16700000,21800000,1421,2455,1,5,63,94,B,Higher investment score and better overall value.
3121,3691,8647,10300000,13500000,2417,3511,3,1,60,66,B,Higher investment score and better overall value.
3122,2013,6435,23400000,19300000,787,3988,1,1,76,88,B,Higher investment score and better overall value.
3123,3775,1285,20300000,14700000,3838,628,5,1,55,95,B,Higher investment score and better overall value.
3124,9956,4524,21900000,23100000,1775,3048,3,4,59,85,B,Higher investment score and better overall value.
3125,3665,7587,23400000,14500000,3356,3212,3,3,65,65,A,Higher investment score and better overall value.
3126,58,1707,19600000,22400000,2486,2236,5,4,96,74,A,Higher investment score and better overall value.
3127,9642,2811,22600000,15500000,2549,1165,1,2,94,86,A,Higher investment score and better overall value.
3128,9399,36,4400000,14700000,1770,2476,4,4,79,70,A,Higher investment score and better overall value.
3129,1096,3186,19800000,11200000,1342,3564,3,4,81,82,B,Higher investment score and better overall value.
3130,8443,8531,14000000,13200000,3221,2027,2,5,78,91,B,Higher investment score and better overall value.
3131,3655,5337,8100000,3500000,3367,1988,3,4,76,87,B,Higher investment score and better overall value.
3132,9957,7496,10300000,11000000,2145,3966,5,5,62,100,B,Higher investment score and better overall value.
3133,856,4303,10400000,6600000,3946,2051,1,4,66,55,A,Higher investment score and better overall value.
3134,9927,112,14200000,23000000,1818,2139,3,2,84,80,A,Higher investment score and better overall value.
3135,7269,8723,5900000,20000000,3325,1267,1,3,61,100,B,Higher investment score and better overall value.
3136,1153,4873,11500000,7300000,3406,3233,5,3,79,75,A,Higher investment score and better overall value.
3137,4170,4036,22800000,15300000,2568,2696,4,2,91,71,A,Higher investment score and better overall value.
3138,2865,1610,17600000,21300000,3030,1521,1,3,93,67,A,Higher investment score and better overall value.
3139,9378,9650,16300000,21000000,3225,2653,2,5,95,53,A,Higher investment score and better overall value.
3140,8541,1314,23000000,17700000,1784,1467,2,2,63,77,B,Higher investment score and better overall value.
3141,2395,1759,5100000,16500000,2818,2937,2,2,84,74,A,Higher investment score and better overall value.
3142,59,8982,10600000,5100000,930,2666,1,5,67,57,A,Higher investment score and better overall value.
3143,3300,3094,9400000,6200000,781,722,1,1,69,58,A,Higher investment score and better overall value.
3144,7859,9685,23300000,15300000,870,697,2,1,90,99,B,Higher investment score and better overall value.
3145,9983,1613,9800000,23600000,2091,3639,2,1,95,79,A,Higher investment score and better overall value.
3146,4744,9616,13300000,17200000,2233,3145,2,1,83,91,B,Higher investment score and better overall value.
3147,5042,5606,7100000,15800000,2824,2922,2,3,93,79,A,Higher investment score and better overall value.
3148,9699,5035,11600000,21300000,2132,1765,2,3,88,83,A,Higher investment score and better overall value.
3149,4799,76,8400000,19300000,1081,798,2,1,63,69,B,Higher investment score and better overall value.
3150,9024,8748,19100000,16100000,2390,2836,1,5,88,88,A,Higher investment score and better overall value.
3151,5913,6313,23900000,11100000,1755,2663,4,5,51,84,B,Higher investment score and better overall value.
3152,741,110,13700000,14600000,1963,2745,4,3,55,71,B,Higher investment score and better overall value.
3153,1275,5908,8300000,15600000,2162,2496,2,5,60,69,B,Higher investment score and better overall value.
3154,8352,6369,6300000,8500000,602,1064,5,4,59,54,A,Higher investment score and better overall value.
3155,6171,8795,5200000,5600000,3277,1335,4,3,82,59,A,Higher investment score and better overall value.
3156,5409,5775,19000000,4500000,3782,1790,4,5,68,52,A,Higher investment score and better overall value.
3157,2749,6027,5400000,6500000,1814,1228,4,2,68,98,B,Higher investment score and better overall value.
3158,199,1411,17900000,13900000,1952,1717,5,3,79,88,B,Higher investment score and better overall value.
3159,6310,622,17200000,15100000,3947,3142,1,4,77,84,B,Higher investment score and better overall value.
3160,256,155,12200000,3500000,3592,714,2,2,83,59,A,Higher investment score and better overall value.
3161,5733,6056,19300000,17900000,1453,2265,1,4,86,67,A,Higher investment score and better overall value.
3162,8878,2395,7600000,18700000,1383,1123,1,3,72,92,B,Higher investment score and better overall value.
3163,9640,2635,16100000,5700000,3442,777,5,2,71,52,A,Higher investment score and better overall value.
3164,8796,5952,22500000,12300000,2600,613,5,2,97,70,A,Higher investment score and better overall value.
3165,757,8499,19300000,7200000,2735,1370,2,5,66,88,B,Higher investment score and better overall value.
3166,9235,6013,12300000,18100000,1188,3152,2,3,70,95,B,Higher investment score and better overall value.
3167,2904,4631,20900000,5000000,2670,3917,4,4,87,80,A,Higher investment score and better overall value.
3168,767,7562,12700000,6800000,2357,3538,4,5,86,95,B,Higher investment score and better overall value.
3169,5694,9182,11400000,20500000,3522,3277,1,3,95,84,A,Higher investment score and better overall value.
3170,5203,2742,23500000,19400000,2507,1745,5,3,93,81,A,Higher investment score and better overall value.
3171,6814,3728,18500000,10000000,3434,3688,5,2,88,72,A,Higher investment score and better overall value.
3172,6018,4121,19200000,24500000,3718,3216,5,2,74,78,B,Higher investment score and better overall value.
3173,4333,7477,17100000,10800000,1936,3668,5,2,90,62,A,Higher investment score and better overall value.
3174,6599,3966,20200000,12200000,1271,1049,4,1,79,82,B,Higher investment score and better overall value.
3175,8673,9323,21600000,22400000,1900,1076,3,1,77,96,B,Higher investment score and better overall value.
3176,4240,7035,11800000,12900000,1786,886,4,5,100,97,A,Higher investment score and better overall value.
3177,3523,5531,20600000,11200000,3208,3744,3,3,77,95,B,Higher investment score and better overall value.
3178,8898,5983,19100000,17700000,2476,685,5,2,62,76,B,Higher investment score and better overall value.
3179,9526,3288,18300000,8100000,3273,1867,3,3,58,85,B,Higher investment score and better overall value.
3180,8867,8994,15000000,12900000,2036,1639,3,3,100,55,A,Higher investment score and better overall value.
3181,8083,9958,15700000,13300000,2151,922,4,4,54,53,A,Higher investment score and better overall value.
3182,8996,4265,5000000,6500000,3185,2196,3,4,61,62,B,Higher investment score and better overall value.
3183,9437,7474,8400000,18800000,2730,3872,3,4,91,58,A,Higher investment score and better overall value.
